genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	tigs_xz_bytes	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	4	runs	2080	2175	2170	5	1	na	na	na	856	84	940	860	36216000	0.95	0.77	0.01	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4.M_runs
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	4	zeros	2080	2175	2080	95	52	na	na	na	856	152	1008	916	36216000	0.95	0.77	0.01	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4.M_zeros
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	5	default	2080	2174	2080	94	53	na	na	na	852	156	1008	920	36196000	0.89	0.71	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5.M_default
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	5	ones	2080	2174	2169	5	1	na	na	na	852	84	936	856	36196000	0.89	0.71	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5.M_ones
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	5	runs	2080	2174	2169	5	1	na	na	na	852	84	936	856	36196000	0.89	0.71	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5.M_runs
spneumoniae-pangenome	6	pseudosimplitigsAC	loc-greedy	AC	5	zeros	2080	2174	2080	94	52	na	na	na	852	156	1008	916	36196000	0.89	0.71	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5.M_zeros
spneumoniae-pangenome	6	streaming	streaming	na	na	default	2080	5778	2080	3698	982	na	na	na	1868	724	2592	2624	3384000	1.2	1.19	0	spneumoniae-pangenome.S_streaming.k_6.d_na	spneumoniae-pangenome.S_streaming.k_6.d_na.M_default
spneumoniae-pangenome	6	streaming	streaming	na	na	ones	2080	5778	5773	5	1	na	na	na	1868	100	1968	1876	3384000	1.2	1.19	0	spneumoniae-pangenome.S_streaming.k_6.d_na	spneumoniae-pangenome.S_streaming.k_6.d_na.M_ones
spneumoniae-pangenome	6	streaming	streaming	na	na	runs	2080	5778	5773	5	1	na	na	na	1868	100	1968	1876	3384000	1.2	1.19	0	spneumoniae-pangenome.S_streaming.k_6.d_na	spneumoniae-pangenome.S_streaming.k_6.d_na.M_runs
spneumoniae-pangenome	6	streaming	streaming	na	na	zeros	2080	5778	2080	3698	873	na	na	na	1868	880	2748	2592	3384000	1.2	1.19	0	spneumoniae-pangenome.S_streaming.k_6.d_na	spneumoniae-pangenome.S_streaming.k_6.d_na.M_zeros
spneumoniae-pangenome	7	greedy	glob-greedy	HT	na	default	8192	8202	8192	10	2	na	na	na	2624	112	2736	2636	4780000	0.7	0.66	0.02	spneumoniae-pangenome.S_greedy.k_7.d_na	spneumoniae-pangenome.S_greedy.k_7.d_na.M_default
spneumoniae-pangenome	7	greedy	glob-greedy	HT	na	ones	8192	8202	8196	6	1	na	na	na	2624	108	2732	2628	4780000	0.7	0.66	0.02	spneumoniae-pangenome.S_greedy.k_7.d_na	spneumoniae-pangenome.S_greedy.k_7.d_na.M_ones
spneumoniae-pangenome	7	greedy	glob-greedy	HT	na	runs	8192	8202	8196	6	1	na	na	na	2624	108	2732	2628	4780000	0.7	0.66	0.02	spneumoniae-pangenome.S_greedy.k_7.d_na	spneumoniae-pangenome.S_greedy.k_7.d_na.M_runs
spneumoniae-pangenome	7	greedy	glob-greedy	HT	na	zeros	8192	8202	8192	10	5	na	na	na	2624	124	2748	2608	4780000	0.7	0.66	0.02	spneumoniae-pangenome.S_greedy.k_7.d_na	spneumoniae-pangenome.S_greedy.k_7.d_na.M_zeros
spneumoniae-pangenome	7	greedyAC	glob-greedy	AC	na	default	8192	8210	8192	18	3	na	na	na	2628	116	2744	2640	39608000	1.48	1.24	0.03	spneumoniae-pangenome.S_greedyAC.k_7.d_na	spneumoniae-pangenome.S_greedyAC.k_7.d_na.M_default
spneumoniae-pangenome	7	greedyAC	glob-greedy	AC	na	ones	8192	8210	8204	6	1	na	na	na	2628	108	2736	2632	39608000	1.48	1.24	0.03	spneumoniae-pangenome.S_greedyAC.k_7.d_na	spneumoniae-pangenome.S_greedyAC.k_7.d_na.M_ones
spneumoniae-pangenome	7	greedyAC	glob-greedy	AC	na	runs	8192	8210	8204	6	1	na	na	na	2628	108	2736	2632	39608000	1.48	1.24	0.03	spneumoniae-pangenome.S_greedyAC.k_7.d_na	spneumoniae-pangenome.S_greedyAC.k_7.d_na.M_runs
spneumoniae-pangenome	7	greedyAC	glob-greedy	AC	na	zeros	8192	8210	8192	18	4	na	na	na	2628	124	2752	2636	39608000	1.48	1.24	0.03	spneumoniae-pangenome.S_greedyAC.k_7.d_na	spneumoniae-pangenome.S_greedyAC.k_7.d_na.M_zeros
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	1	default	8192	8576	8192	384	64	na	na	na	1524	200	1724	1744	36204000	1.41	1.17	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1.M_default
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	1	ones	8192	8576	8570	6	1	na	na	na	1524	108	1632	1532	36204000	1.41	1.17	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1.M_ones
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	1	runs	8192	8576	8570	6	1	na	na	na	1524	108	1632	1532	36204000	1.41	1.17	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1.M_runs
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	1	zeros	8192	8576	8192	384	101	na	na	na	1524	280	1804	1792	36204000	1.41	1.17	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1.M_zeros
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	2	default	8192	8399	8192	207	67	na	na	na	1440	208	1648	1616	34880000	1.03	0.85	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2.M_default
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	2	ones	8192	8399	8393	6	1	na	na	na	1440	108	1548	1444	34880000	1.03	0.85	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2.M_ones
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	2	runs	8192	8399	8393	6	1	na	na	na	1440	108	1548	1444	34880000	1.03	0.85	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2.M_runs
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	2	zeros	8192	8399	8192	207	63	na	na	na	1440	224	1664	1592	34880000	1.03	0.85	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2.M_zeros
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	3	default	8192	8377	8192	185	105	na	na	na	1468	252	1720	1480	36180000	1.45	1.19	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3.M_default
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	3	ones	8192	8377	8371	6	1	na	na	na	1468	108	1576	1472	36180000	1.45	1.19	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3.M_ones
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	3	runs	8192	8377	8371	6	1	na	na	na	1468	108	1576	1472	36180000	1.45	1.19	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3.M_runs
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	3	zeros	8192	8377	8192	185	88	na	na	na	1468	268	1736	1468	36180000	1.45	1.19	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3.M_zeros
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	4	default	8192	8365	8192	173	110	na	na	na	1476	260	1736	1464	36212000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4.M_default
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	4	ones	8192	8365	8359	6	1	na	na	na	1476	108	1584	1484	36212000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4.M_ones
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	4	runs	8192	8365	8359	6	1	na	na	na	1476	108	1584	1484	36212000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4.M_runs
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	4	zeros	8192	8365	8192	173	92	na	na	na	1476	284	1760	1436	36212000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4.M_zeros
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	5	default	8192	8373	8192	181	113	na	na	na	1476	260	1736	1468	34724000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5.M_default
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	5	ones	8192	8373	8367	6	1	na	na	na	1476	108	1584	1484	34724000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5.M_ones
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	5	runs	8192	8373	8367	6	1	na	na	na	1476	108	1584	1484	34724000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5.M_runs
spneumoniae-pangenome	7	pseudosimplitigs	loc-greedy	HT	5	zeros	8192	8373	8192	181	95	na	na	na	1476	284	1760	1440	34724000	1.06	0.87	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5.M_zeros
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	1	default	8192	8228	8192	36	6	na	na	na	2636	120	2756	2664	42876000	1.1	0.87	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1.M_default
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	1	ones	8192	8228	8222	6	1	na	na	na	2636	108	2744	2640	42876000	1.1	0.87	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1.M_ones
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	1	runs	8192	8228	8222	6	1	na	na	na	2636	108	2744	2640	42876000	1.1	0.87	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1.M_runs
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	1	zeros	8192	8228	8192	36	11	na	na	na	2636	136	2772	2664	42876000	1.1	0.87	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1.M_zeros
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	2	default	8192	8218	8192	26	6	na	na	na	2628	124	2752	2640	42852000	1.16	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2.M_default
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	2	ones	8192	8218	8212	6	1	na	na	na	2628	108	2736	2632	42852000	1.16	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2.M_ones
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	2	runs	8192	8218	8212	6	1	na	na	na	2628	108	2736	2632	42852000	1.16	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2.M_runs
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	2	zeros	8192	8218	8192	26	6	na	na	na	2628	124	2752	2640	42852000	1.16	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2.M_zeros
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	3	default	8192	8214	8192	22	6	na	na	na	2628	124	2752	2636	44612000	1.4	1.16	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3.M_default
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	3	ones	8192	8214	8208	6	1	na	na	na	2628	108	2736	2628	44612000	1.4	1.16	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3.M_ones
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	3	runs	8192	8214	8208	6	1	na	na	na	2628	108	2736	2628	44612000	1.4	1.16	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3.M_runs
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	3	zeros	8192	8214	8192	22	6	na	na	na	2628	124	2752	2636	44612000	1.4	1.16	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3.M_zeros
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	4	default	8192	8214	8192	22	6	na	na	na	2628	124	2752	2636	44624000	1.15	0.93	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4.M_default
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	4	ones	8192	8214	8208	6	1	na	na	na	2628	108	2736	2628	44624000	1.15	0.93	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4.M_ones
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	4	runs	8192	8214	8208	6	1	na	na	na	2628	108	2736	2628	44624000	1.15	0.93	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4.M_runs
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	4	zeros	8192	8214	8192	22	6	na	na	na	2628	124	2752	2636	44624000	1.15	0.93	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4.M_zeros
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	5	default	8192	8212	8192	20	6	na	na	na	2628	124	2752	2636	44624000	1.09	0.9	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5.M_default
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	5	ones	8192	8212	8206	6	1	na	na	na	2628	108	2736	2632	44624000	1.09	0.9	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5.M_ones
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	5	runs	8192	8212	8206	6	1	na	na	na	2628	108	2736	2632	44624000	1.09	0.9	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5.M_runs
spneumoniae-pangenome	7	pseudosimplitigsAC	loc-greedy	AC	5	zeros	8192	8212	8192	20	6	na	na	na	2628	124	2752	2636	44624000	1.09	0.9	0.02	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5.M_zeros
spneumoniae-pangenome	7	streaming	streaming	na	na	default	8192	24328	8192	16136	3844	na	na	na	6948	2480	9428	9728	3648000	1.32	1.31	0	spneumoniae-pangenome.S_streaming.k_7.d_na	spneumoniae-pangenome.S_streaming.k_7.d_na.M_default
spneumoniae-pangenome	7	streaming	streaming	na	na	ones	8192	24328	24322	6	1	na	na	na	6948	128	7076	6952	3648000	1.32	1.31	0	spneumoniae-pangenome.S_streaming.k_7.d_na	spneumoniae-pangenome.S_streaming.k_7.d_na.M_ones
spneumoniae-pangenome	7	streaming	streaming	na	na	runs	8192	24328	24322	6	1	na	na	na	6948	128	7076	6952	3648000	1.32	1.31	0	spneumoniae-pangenome.S_streaming.k_7.d_na	spneumoniae-pangenome.S_streaming.k_7.d_na.M_runs
spneumoniae-pangenome	7	streaming	streaming	na	na	zeros	8192	24328	8192	16136	3480	na	na	na	6948	3020	9968	9672	3648000	1.32	1.31	0	spneumoniae-pangenome.S_streaming.k_7.d_na	spneumoniae-pangenome.S_streaming.k_7.d_na.M_zeros
spneumoniae-pangenome	8	greedy	glob-greedy	HT	na	default	32894	33274	32894	380	128	na	na	na	9684	484	10168	10028	11140000	0.8	0.78	0.01	spneumoniae-pangenome.S_greedy.k_8.d_na	spneumoniae-pangenome.S_greedy.k_8.d_na.M_default
spneumoniae-pangenome	8	greedy	glob-greedy	HT	na	ones	32894	33274	33264	10	4	na	na	na	9684	152	9836	9696	11140000	0.8	0.78	0.01	spneumoniae-pangenome.S_greedy.k_8.d_na	spneumoniae-pangenome.S_greedy.k_8.d_na.M_ones
spneumoniae-pangenome	8	greedy	glob-greedy	HT	na	runs	32894	33274	33264	10	4	na	na	na	9684	152	9836	9696	11140000	0.8	0.78	0.01	spneumoniae-pangenome.S_greedy.k_8.d_na	spneumoniae-pangenome.S_greedy.k_8.d_na.M_runs
spneumoniae-pangenome	8	greedy	glob-greedy	HT	na	zeros	32894	33274	32894	380	239	na	na	na	9684	680	10364	10120	11140000	0.8	0.78	0.01	spneumoniae-pangenome.S_greedy.k_8.d_na	spneumoniae-pangenome.S_greedy.k_8.d_na.M_zeros
spneumoniae-pangenome	8	greedyAC	glob-greedy	AC	na	default	32894	33273	32894	379	128	na	na	na	9692	484	10176	10008	69116000	1.65	1.43	0.04	spneumoniae-pangenome.S_greedyAC.k_8.d_na	spneumoniae-pangenome.S_greedyAC.k_8.d_na.M_default
spneumoniae-pangenome	8	greedyAC	glob-greedy	AC	na	ones	32894	33273	33264	9	3	na	na	na	9692	140	9832	9708	69116000	1.65	1.43	0.04	spneumoniae-pangenome.S_greedyAC.k_8.d_na	spneumoniae-pangenome.S_greedyAC.k_8.d_na.M_ones
spneumoniae-pangenome	8	greedyAC	glob-greedy	AC	na	runs	32894	33273	33264	9	3	na	na	na	9692	140	9832	9708	69116000	1.65	1.43	0.04	spneumoniae-pangenome.S_greedyAC.k_8.d_na	spneumoniae-pangenome.S_greedyAC.k_8.d_na.M_runs
spneumoniae-pangenome	8	greedyAC	glob-greedy	AC	na	zeros	32894	33273	32894	379	248	na	na	na	9692	700	10392	10072	69116000	1.65	1.43	0.04	spneumoniae-pangenome.S_greedyAC.k_8.d_na	spneumoniae-pangenome.S_greedyAC.k_8.d_na.M_zeros
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	1	default	32894	35169	32894	2275	325	na	na	na	4580	556	5136	5460	38548000	1.04	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1.M_default
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	1	ones	32894	35169	35160	9	3	na	na	na	4580	144	4724	4584	38548000	1.04	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1.M_ones
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	1	runs	32894	35169	35160	9	3	na	na	na	4580	144	4724	4584	38548000	1.04	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1.M_runs
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	1	zeros	32894	35169	32894	2275	559	na	na	na	4580	976	5556	5704	38548000	1.04	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1.M_zeros
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	2	default	32894	34436	32894	1542	450	na	na	na	4328	760	5088	5228	38516000	0.99	0.81	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2.M_default
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	2	ones	32894	34436	34428	8	2	na	na	na	4328	140	4468	4332	38516000	0.99	0.81	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2.M_ones
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	2	runs	32894	34436	34428	8	2	na	na	na	4328	140	4468	4332	38516000	0.99	0.81	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2.M_runs
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	2	zeros	32894	34436	32894	1542	486	na	na	na	4328	868	5196	5212	38516000	0.99	0.81	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2.M_zeros
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	3	default	32894	34474	32894	1580	903	na	na	na	4688	1144	5832	5920	38548000	1.04	0.84	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3.M_default
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	3	ones	32894	34474	34465	9	3	na	na	na	4688	140	4828	4692	38548000	1.04	0.84	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3.M_ones
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	3	runs	32894	34474	34465	9	3	na	na	na	4688	140	4828	4692	38548000	1.04	0.84	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3.M_runs
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	3	zeros	32894	34474	32894	1580	842	na	na	na	4688	1136	5824	5832	38548000	1.04	0.84	0.02	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3.M_zeros
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	4	default	32894	34659	32894	1765	1206	na	na	na	4628	1360	5988	6308	38516000	1.19	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4.M_default
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	4	ones	32894	34659	34650	9	3	na	na	na	4628	144	4772	4636	38516000	1.19	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4.M_ones
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	4	runs	32894	34659	34650	9	3	na	na	na	4628	144	4772	4636	38516000	1.19	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4.M_runs
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	4	zeros	32894	34659	32894	1765	1189	na	na	na	4628	1384	6012	6284	38516000	1.19	0.94	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4.M_zeros
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	5	default	32894	34849	32894	1955	1389	na	na	na	4760	1432	6192	6300	38492000	1	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5.M_default
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	5	ones	32894	34849	34839	10	4	na	na	na	4760	144	4904	4772	38492000	1	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5.M_ones
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	5	runs	32894	34849	34839	10	4	na	na	na	4760	144	4904	4772	38492000	1	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5.M_runs
spneumoniae-pangenome	8	pseudosimplitigs	loc-greedy	HT	5	zeros	32894	34849	32894	1955	1393	na	na	na	4760	1444	6204	6588	38492000	1	0.81	0.03	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5.M_zeros
spneumoniae-pangenome	8	pseudosimplitigsAC	loc-greedy	AC	1	default	32894	33804	32894	910	130	na	na	na	9832	308	10140	10100	90092000	1.2	0.99	0.04	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_1	spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_1.M_default
