pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	11	ones	43.84	0.90	33.70	78%	1570576	0	0	43.853508
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	11	runs	91.42	0.81	76.90	85%	1006648	32	136	91.424762
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_11.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	11	zeros	49.99	0.75	39.22	79%	996844	0	0	50.003812
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	12	default	0.08	0.01	0.05	67%	11572	0	0	12.770554
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	12	ones	53.26	0.86	39.33	75%	1570128	0	0	53.267699
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	12	runs	80.00	0.88	67.05	84%	1006656	40	120	80.01083
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_12.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	12	zeros	53.21	0.62	41.54	79%	996648	0	0	53.223052
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	2	default	0.08	0.01	0.04	75%	11288	0	0	14.091215
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	2	ones	54.71	3.69	39.04	78%	1562100	2784	0	54.715177
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	2	runs	86.26	2.97	69.05	83%	983720	8920	24	86.26538
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	2	zeros	57.25	2.94	40.45	75%	988924	7760	0	57.260586
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	3	default	0.09	0.01	0.04	63%	11288	0	0	13.064231
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	3	ones	54.64	1.42	38.64	73%	1556716	0	0	54.651472
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	3	runs	80.49	0.76	65.78	82%	983472	32	16	80.49632
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	3	zeros	55.48	0.69	41.50	76%	982724	0	0	55.493953
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	4	default	0.06	0.01	0.04	79%	11296	0	0	11.041975
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	4	ones	49.59	0.87	38.33	79%	1552648	0	0	49.602487
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	4	runs	76.63	0.95	61.88	81%	983356	32	32	76.637558
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	4	zeros	51.03	0.59	39.59	78%	978648	0	0	51.03691
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	5	default	0.08	0.00	0.05	76%	11280	0	0	10.477239
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	5	ones	46.36	0.95	34.91	77%	1549812	0	0	46.36686
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	5	runs	74.21	0.74	61.91	84%	983328	24	24	74.219618
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	5	zeros	59.57	0.55	47.82	81%	977860	0	0	59.581985
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	6	default	0.09	0.01	0.05	76%	11300	0	0	9.957476
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	6	ones	62.15	3.32	44.81	77%	1558640	3936	0	62.157586
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	6	runs	75.44	2.82	61.13	84%	983788	16296	56	75.449811
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_6.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	6	zeros	57.83	0.59	41.39	72%	987088	0	0	57.841689
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	7	default	0.10	0.01	0.05	66%	13592	0	0	10.746393
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	7	ones	53.77	1.07	40.60	77%	1572720	0	0	53.778967
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	7	runs	69.89	0.91	57.49	83%	995500	18280	80	69.89445
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_7.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	7	zeros	55.68	0.70	42.55	77%	995332	12664	0	55.691392
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	8	default	0.10	0.01	0.05	70%	13600	0	0	10.971549
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	8	ones	54.07	1.08	42.94	81%	1575700	0	0	54.074297
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	8	runs	72.64	0.78	61.25	85%	1005720	40	152	72.646852
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_8.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	8	zeros	50.80	0.73	40.18	80%	1002220	0	0	50.806488
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_default	spneumoniae-pangenome	pseudosimplitigsAC	17	9	default	0.07	0.01	0.04	76%	11556	0	0	11.824191
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	17	9	ones	56.58	1.19	44.53	80%	1572920	0	0	56.586605
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	17	9	runs	75.88	0.71	64.26	85%	1007916	48	168	75.887197
spneumoniae-pangenome.S_pseudosimplitigsAC.k_17.d_9.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	17	9	zeros	49.46	0.69	36.29	74%	999452	0	0	49.468962
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	18	1	default	0.10	0.01	0.06	77%	13624	0	0	15.520166
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	1	ones	56.74	0.97	43.82	78%	1615868	0	0	56.748735
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	1	runs	87.25	0.78	71.45	82%	988936	40	16	87.260763
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	1	zeros	61.81	0.98	41.83	69%	1025748	5360	0	61.815958
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_default	spneumoniae-pangenome	pseudosimplitigs	18	10	default	0.10	0.00	0.07	75%	13592	0	0	10.556045
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	10	ones	60.88	1.09	46.83	78%	1629488	0	0	60.889477
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	10	runs	84.09	0.72	70.49	84%	1022056	192	168	84.096731
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_10.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	10	zeros	50.81	0.65	38.96	77%	1038736	0	0	50.819522
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_default	spneumoniae-pangenome	pseudosimplitigs	18	11	default	0.07	0.00	0.05	79%	13608	0	0	12.33469
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	11	ones	49.10	0.80	36.78	76%	1630528	0	0	49.110143
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	11	runs	69.50	0.59	59.00	85%	1022940	32	176	69.512459
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_11.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	11	zeros	48.51	0.57	37.95	79%	1040752	0	0	48.517547
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_12.M_default	spneumoniae-pangenome	pseudosimplitigs	18	12	default	0.08	0.00	0.06	81%	13608	0	0	7.680846
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_12.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	12	ones	44.16	0.72	34.28	79%	1630532	0	0	44.173515
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_12.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	12	runs	63.10	0.52	54.99	87%	1023168	32	200	63.110152
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_12.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	12	zeros	48.10	0.34	39.04	81%	1041204	0	0	48.112343
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	18	2	default	0.08	0.01	0.05	72%	13584	448	0	12.651872
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	2	ones	52.43	0.92	38.64	75%	1601544	0	0	52.439093
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	2	runs	83.29	0.81	69.69	84%	985308	56	16	83.293966
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	2	zeros	54.38	0.72	41.14	76%	1014056	0	0	54.386539
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	18	3	default	0.09	0.00	0.05	70%	11572	6672	0	11.814673
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	3	ones	52.17	1.37	38.59	76%	1592868	0	0	52.183074
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	3	runs	89.14	3.85	70.09	82%	983984	26520	16	89.145959
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	3	zeros	63.00	0.84	47.66	76%	1003500	4240	0	63.012713
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	18	4	default	0.08	0.01	0.04	78%	11308	0	0	12.10025
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	4	ones	58.41	1.22	44.28	77%	1582332	0	0	58.418676
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	4	runs	84.09	0.72	67.13	80%	983776	40	16	84.095469
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	4	zeros	58.50	1.05	45.11	78%	993144	0	0	58.509311
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	18	5	default	0.09	0.01	0.04	61%	11308	0	0	12.152023
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	5	ones	69.14	5.94	42.92	70%	1577196	12264	0	69.147812
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	5	runs	101.61	9.25	70.48	78%	982860	30840	24	101.621863
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	5	zeros	62.98	5.47	41.39	74%	987620	19064	0	62.99367
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_6.M_default	spneumoniae-pangenome	pseudosimplitigs	18	6	default	0.09	0.00	0.05	59%	11508	520	0	19.469899
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_6.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	6	ones	69.59	10.64	44.35	79%	1582696	13800	0	69.596725
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_6.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	6	runs	99.66	9.37	73.83	83%	989324	16792	24	99.671593
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_6.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	6	zeros	70.79	9.07	45.33	76%	993076	13200	0	70.799846
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_7.M_default	spneumoniae-pangenome	pseudosimplitigs	18	7	default	0.12	0.01	0.05	59%	13620	0	0	11.33825
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_7.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	7	ones	54.77	1.35	39.23	74%	1599340	0	0	54.776468
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_7.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	7	runs	69.91	0.88	58.35	84%	998656	11520	40	69.922528
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_7.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	7	zeros	54.14	4.25	36.76	75%	1008040	12912	0	54.152674
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_8.M_default	spneumoniae-pangenome	pseudosimplitigs	18	8	default	0.08	0.01	0.05	82%	13592	0	0	10.829227
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_8.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	8	ones	50.52	0.94	38.35	77%	1619620	0	0	50.532238
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_8.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	8	runs	89.95	1.07	76.90	86%	1009788	32	104	89.960147
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_8.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	8	zeros	51.37	0.69	38.44	76%	1029816	0	0	51.379588
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_9.M_default	spneumoniae-pangenome	pseudosimplitigs	18	9	default	0.13	0.01	0.05	52%	12076	0	0	13.08083
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_9.M_ones	spneumoniae-pangenome	pseudosimplitigs	18	9	ones	55.85	1.15	43.26	79%	1629268	2928	0	55.857424
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_9.M_runs	spneumoniae-pangenome	pseudosimplitigs	18	9	runs	91.72	1.19	76.62	84%	1019592	4336	136	91.730005
spneumoniae-pangenome.S_pseudosimplitigs.k_18.d_9.M_zeros	spneumoniae-pangenome	pseudosimplitigs	18	9	zeros	68.19	4.50	49.31	78%	1036432	22688	0	68.202145
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	1	default	0.07	0.00	0.05	78%	13608	0	0	10.519158
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	1	ones	43.15	0.81	32.99	78%	1615960	0	0	43.159074
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	1	runs	64.67	0.60	54.18	84%	989036	48	24	64.675994
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	1	zeros	49.79	0.55	37.82	77%	1026944	0	0	49.801661
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_10.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	10	default	0.07	0.00	0.04	79%	13600	0	0	8.324597
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_10.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	10	ones	41.55	0.68	31.25	76%	1627420	0	0	41.555208
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_10.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	10	runs	60.77	0.51	52.33	86%	1021704	40	120	60.783264
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_10.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	10	zeros	44.70	1.21	33.73	78%	1038000	0	0	44.713332
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_11.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	11	default	0.09	0.00	0.06	74%	13620	0	0	12.087009
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_11.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	11	ones	58.36	1.03	46.10	80%	1624192	0	0	58.371749
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_11.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	11	runs	74.17	0.76	63.92	87%	1022432	32	136	74.178895
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_11.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	11	zeros	56.12	0.59	43.94	79%	1034996	0	0	56.125333
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_12.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	12	default	0.09	0.01	0.04	70%	12080	0	0	9.697558
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_12.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	12	ones	41.69	0.71	30.91	75%	1623572	0	0	41.696148
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_12.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	12	runs	66.10	0.55	54.36	83%	1022536	56	112	66.113291
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_12.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	12	zeros	40.84	0.39	32.11	79%	1035688	0	0	40.850394
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	2	default	0.07	0.00	0.05	80%	13596	0	0	10.773324
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	2	ones	65.35	1.15	50.94	79%	1601548	0	0	65.362113
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	2	runs	76.47	0.70	63.99	84%	985316	32	16	76.474771
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	2	zeros	49.61	0.61	36.27	74%	1014072	0	0	49.613632
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	3	default	0.09	0.00	0.05	60%	11548	0	0	11.032058
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	3	ones	54.26	0.91	40.33	76%	1592756	0	0	54.269946
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	3	runs	70.48	0.63	56.88	81%	984388	32	16	70.48668
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	3	zeros	52.88	0.66	41.06	78%	1003340	0	0	52.894742
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	4	default	0.08	0.00	0.04	66%	11288	0	0	10.581144
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	4	ones	48.86	0.82	37.17	77%	1582528	3024	0	48.864775
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	4	runs	88.70	5.86	68.00	83%	983940	30352	16	88.710331
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	4	zeros	63.36	1.16	44.08	71%	990928	0	0	63.370875
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	5	default	0.09	0.01	0.06	73%	11296	0	0	10.89773
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	5	ones	48.82	0.86	37.38	78%	1580144	0	0	48.831735
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	5	runs	69.87	0.81	59.06	85%	984716	32	16	69.882257
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	5	zeros	56.32	0.46	44.59	79%	990568	0	0	56.332071
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_6.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	6	default	0.08	0.01	0.05	78%	11544	0	0	12.360718
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_6.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	6	ones	47.70	0.79	37.39	80%	1585264	0	0	47.709811
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_6.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	6	runs	65.08	0.60	54.33	84%	991040	32	16	65.086337
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_6.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	6	zeros	54.02	0.71	41.25	77%	995948	0	0	54.032819
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_7.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	7	default	0.09	0.00	0.06	77%	13592	0	0	13.685686
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_7.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	7	ones	85.41	1.09	40.88	49%	1599928	0	0	85.416869
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_7.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	7	runs	113.04	19.90	69.34	78%	996292	33736	48	113.048543
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_7.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	7	zeros	87.36	19.91	43.42	72%	1009372	18728	0	87.370455
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_8.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	8	default	0.08	0.00	0.05	72%	13608	0	0	10.776907
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_8.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	8	ones	60.18	0.89	47.73	80%	1619108	0	0	60.187268
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_8.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	8	runs	67.82	0.59	55.25	82%	1009772	32	120	67.827382
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_8.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	8	zeros	48.92	0.61	38.13	79%	1029300	0	0	48.934185
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_9.M_default	spneumoniae-pangenome	pseudosimplitigsAC	18	9	default	0.10	0.01	0.05	68%	13616	0	0	13.538339
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_9.M_ones	spneumoniae-pangenome	pseudosimplitigsAC	18	9	ones	52.01	0.97	40.28	79%	1628160	0	0	52.017368
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_9.M_runs	spneumoniae-pangenome	pseudosimplitigsAC	18	9	runs	74.65	0.72	64.90	87%	1019532	32	136	74.658608
spneumoniae-pangenome.S_pseudosimplitigsAC.k_18.d_9.M_zeros	spneumoniae-pangenome	pseudosimplitigsAC	18	9	zeros	51.75	0.62	41.52	81%	1038492	0	0	51.756121
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	19	1	default	0.10	0.00	0.06	67%	13620	0	0	14.620534
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	19	1	ones	58.37	1.57	44.81	79%	1659624	1400	0	58.378075
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	19	1	runs	81.33	0.89	68.65	85%	1009680	208	16	81.33606
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	19	1	zeros	53.92	0.84	41.41	78%	1056116	504	0	53.928248
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_10.M_default	spneumoniae-pangenome	pseudosimplitigs	19	10	default	0.09	0.01	0.06	76%	13608	0	0	12.427836
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_10.M_ones	spneumoniae-pangenome	pseudosimplitigs	19	10	ones	49.65	0.82	37.36	76%	1679328	0	0	49.654582
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_10.M_runs	spneumoniae-pangenome	pseudosimplitigs	19	10	runs	93.98	0.86	80.64	86%	1035512	32	112	93.986554
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_10.M_zeros	spneumoniae-pangenome	pseudosimplitigs	19	10	zeros	54.73	0.60	41.48	76%	1074620	0	0	54.740418
spneumoniae-pangenome.S_pseudosimplitigs.k_19.d_11.M_default	spneumoniae-pangenome	pseudosimplitigs	19	11	default	0.10	0.01	0.05	66%	13608	0	0	9.099953
