pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_pseudosimplitigs.k_12.d_1.M_runs	spneumoniae	pseudosimplitigs	12	1	runs	15.18	0.32	13.16	88%	279016	0	9600	15.193552
spneumoniae.S_pseudosimplitigs.k_12.d_1.M_zeros	spneumoniae	pseudosimplitigs	12	1	zeros	10.14	0.29	7.50	76%	323404	0	0	10.14856
spneumoniae.S_pseudosimplitigs.k_12.d_2.M_default	spneumoniae	pseudosimplitigs	12	2	default	0.01	0.00	0.01	89%	4352	0	0	1.447577
spneumoniae.S_pseudosimplitigs.k_12.d_2.M_ones	spneumoniae	pseudosimplitigs	12	2	ones	8.80	0.15	7.40	85%	368908	0	0	8.808695
spneumoniae.S_pseudosimplitigs.k_12.d_2.M_runs	spneumoniae	pseudosimplitigs	12	2	runs	13.51	0.14	11.86	88%	240512	0	3152	13.518109
spneumoniae.S_pseudosimplitigs.k_12.d_2.M_zeros	spneumoniae	pseudosimplitigs	12	2	zeros	7.42	0.11	6.08	83%	267100	0	0	7.431617
spneumoniae.S_pseudosimplitigs.k_12.d_3.M_default	spneumoniae	pseudosimplitigs	12	3	default	0.01	0.00	0.01	86%	4092	0	0	1.11828
spneumoniae.S_pseudosimplitigs.k_12.d_3.M_ones	spneumoniae	pseudosimplitigs	12	3	ones	7.56	0.27	6.32	87%	354440	0	0	7.57023
spneumoniae.S_pseudosimplitigs.k_12.d_3.M_runs	spneumoniae	pseudosimplitigs	12	3	runs	12.53	0.15	10.82	87%	234076	0	1528	12.534194
spneumoniae.S_pseudosimplitigs.k_12.d_3.M_zeros	spneumoniae	pseudosimplitigs	12	3	zeros	8.16	0.20	6.61	83%	253012	0	0	8.165837
spneumoniae.S_pseudosimplitigs.k_12.d_4.M_default	spneumoniae	pseudosimplitigs	12	4	default	0.01	0.00	0.00	92%	3860	0	0	1.27008
spneumoniae.S_pseudosimplitigs.k_12.d_4.M_ones	spneumoniae	pseudosimplitigs	12	4	ones	6.94	0.16	5.77	85%	348116	0	0	6.951269
spneumoniae.S_pseudosimplitigs.k_12.d_4.M_runs	spneumoniae	pseudosimplitigs	12	4	runs	10.99	0.21	9.81	91%	233912	0	696	10.996367
spneumoniae.S_pseudosimplitigs.k_12.d_4.M_zeros	spneumoniae	pseudosimplitigs	12	4	zeros	6.52	0.08	5.48	85%	243900	0	0	6.52895
spneumoniae.S_pseudosimplitigs.k_12.d_5.M_default	spneumoniae	pseudosimplitigs	12	5	default	0.01	0.00	0.01	76%	3860	0	0	0.978105
spneumoniae.S_pseudosimplitigs.k_12.d_5.M_ones	spneumoniae	pseudosimplitigs	12	5	ones	6.69	0.13	5.44	83%	345364	0	0	6.700843
spneumoniae.S_pseudosimplitigs.k_12.d_5.M_runs	spneumoniae	pseudosimplitigs	12	5	runs	11.26	0.14	9.96	89%	233840	0	416	11.273996
spneumoniae.S_pseudosimplitigs.k_12.d_5.M_zeros	spneumoniae	pseudosimplitigs	12	5	zeros	6.34	0.10	5.42	87%	241384	0	0	6.350511
spneumoniae.S_pseudosimplitigsAC.k_12.d_1.M_default	spneumoniae	pseudosimplitigsAC	12	1	default	0.02	0.00	0.02	87%	4880	0	0	1.830159
spneumoniae.S_pseudosimplitigsAC.k_12.d_1.M_ones	spneumoniae	pseudosimplitigsAC	12	1	ones	9.41	0.32	7.50	83%	414120	0	0	9.41363
spneumoniae.S_pseudosimplitigsAC.k_12.d_1.M_runs	spneumoniae	pseudosimplitigsAC	12	1	runs	16.58	0.25	14.94	91%	285476	0	11456	16.583366
spneumoniae.S_pseudosimplitigsAC.k_12.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	12	1	zeros	9.74	0.25	7.75	82%	323840	0	0	9.74583
spneumoniae.S_pseudosimplitigsAC.k_12.d_2.M_default	spneumoniae	pseudosimplitigsAC	12	2	default	0.01	0.00	0.01	82%	4096	0	0	1.669966
spneumoniae.S_pseudosimplitigsAC.k_12.d_2.M_ones	spneumoniae	pseudosimplitigsAC	12	2	ones	7.72	0.22	6.35	85%	367920	0	0	7.727513
spneumoniae.S_pseudosimplitigsAC.k_12.d_2.M_runs	spneumoniae	pseudosimplitigsAC	12	2	runs	12.30	0.42	10.60	89%	240196	8	3384	12.30895
spneumoniae.S_pseudosimplitigsAC.k_12.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	12	2	zeros	8.02	0.23	6.58	84%	266196	0	0	8.024979
spneumoniae.S_pseudosimplitigsAC.k_12.d_3.M_default	spneumoniae	pseudosimplitigsAC	12	3	default	0.01	0.00	0.00	80%	4096	0	0	0.96947
spneumoniae.S_pseudosimplitigsAC.k_12.d_3.M_ones	spneumoniae	pseudosimplitigsAC	12	3	ones	8.50	0.18	7.39	89%	353136	0	0	8.510597
spneumoniae.S_pseudosimplitigsAC.k_12.d_3.M_runs	spneumoniae	pseudosimplitigsAC	12	3	runs	10.39	0.10	9.34	90%	234060	0	1392	10.394172
spneumoniae.S_pseudosimplitigsAC.k_12.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	12	3	zeros	6.96	0.12	5.75	84%	251888	0	0	6.971448
spneumoniae.S_pseudosimplitigsAC.k_12.d_4.M_default	spneumoniae	pseudosimplitigsAC	12	4	default	0.01	0.00	0.00	88%	3856	0	0	1.087872
spneumoniae.S_pseudosimplitigsAC.k_12.d_4.M_ones	spneumoniae	pseudosimplitigsAC	12	4	ones	6.45	0.17	5.29	84%	347412	0	0	6.454134
spneumoniae.S_pseudosimplitigsAC.k_12.d_4.M_runs	spneumoniae	pseudosimplitigsAC	12	4	runs	10.50	0.17	9.34	90%	233856	0	648	10.507265
spneumoniae.S_pseudosimplitigsAC.k_12.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	12	4	zeros	7.86	0.19	6.71	87%	243124	0	0	7.870288
spneumoniae.S_pseudosimplitigsAC.k_12.d_5.M_default	spneumoniae	pseudosimplitigsAC	12	5	default	0.01	0.00	0.01	88%	3860	0	0	0.976736
spneumoniae.S_pseudosimplitigsAC.k_12.d_5.M_ones	spneumoniae	pseudosimplitigsAC	12	5	ones	6.66	0.17	5.63	87%	344764	0	0	6.664845
spneumoniae.S_pseudosimplitigsAC.k_12.d_5.M_runs	spneumoniae	pseudosimplitigsAC	12	5	runs	11.58	0.16	10.50	92%	233816	0	376	11.586195
spneumoniae.S_pseudosimplitigsAC.k_12.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	12	5	zeros	6.25	0.09	5.35	87%	240328	0	0	6.260903
spneumoniae.S_streaming.k_12.d_na.M_default	spneumoniae	streaming	12	na	default	0.01	0.00	0.01	86%	4100	0	0	1.193775
spneumoniae.S_streaming.k_12.d_na.M_ones	spneumoniae	streaming	12	na	ones	6.65	0.11	5.45	83%	351068	0	0	6.660709
spneumoniae.S_streaming.k_12.d_na.M_runs	spneumoniae	streaming	12	na	runs	11.34	0.12	9.84	87%	234000	0	0	11.351564
spneumoniae.S_streaming.k_12.d_na.M_zeros	spneumoniae	streaming	12	na	zeros	7.07	0.12	6.08	87%	247320	0	0	7.079351
spneumoniae.S_greedy.k_13.d_na.M_default	spneumoniae	greedy	13	na	default	0.01	0.00	0.00	71%	3860	0	0	1.56557
spneumoniae.S_greedy.k_13.d_na.M_ones	spneumoniae	greedy	13	na	ones	7.68	0.27	6.02	81%	356532	0	0	7.692633
spneumoniae.S_greedy.k_13.d_na.M_runs	spneumoniae	greedy	13	na	runs	11.37	0.09	10.16	90%	233932	0	16	11.380864
spneumoniae.S_greedy.k_13.d_na.M_zeros	spneumoniae	greedy	13	na	zeros	7.63	0.10	6.46	85%	240820	0	0	7.640133
spneumoniae.S_greedyAC.k_13.d_na.M_default	spneumoniae	greedyAC	13	na	default	0.01	0.00	0.01	88%	3860	0	0	1.188373
spneumoniae.S_greedyAC.k_13.d_na.M_ones	spneumoniae	greedyAC	13	na	ones	7.42	0.15	6.09	84%	356328	0	0	7.426165
spneumoniae.S_greedyAC.k_13.d_na.M_runs	spneumoniae	greedyAC	13	na	runs	11.37	0.11	10.27	91%	233932	0	16	11.379579
spneumoniae.S_greedyAC.k_13.d_na.M_zeros	spneumoniae	greedyAC	13	na	zeros	7.75	0.21	6.24	83%	240900	0	0	7.761281
spneumoniae.S_pseudosimplitigs.k_13.d_1.M_default	spneumoniae	pseudosimplitigs	13	1	default	0.02	0.00	0.01	77%	4880	0	0	1.586688
spneumoniae.S_pseudosimplitigs.k_13.d_1.M_ones	spneumoniae	pseudosimplitigs	13	1	ones	9.15	0.33	7.43	84%	432408	0	0	9.161505
spneumoniae.S_pseudosimplitigs.k_13.d_1.M_runs	spneumoniae	pseudosimplitigs	13	1	runs	14.11	0.30	12.38	89%	257572	0	2432	14.120235
spneumoniae.S_pseudosimplitigs.k_13.d_1.M_zeros	spneumoniae	pseudosimplitigs	13	1	zeros	9.41	0.26	7.70	84%	316548	0	0	9.421171
spneumoniae.S_pseudosimplitigs.k_13.d_2.M_default	spneumoniae	pseudosimplitigs	13	2	default	0.02	0.00	0.01	80%	4356	0	0	1.154212
spneumoniae.S_pseudosimplitigs.k_13.d_2.M_ones	spneumoniae	pseudosimplitigs	13	2	ones	9.03	0.28	7.31	84%	397096	0	0	9.038134
spneumoniae.S_pseudosimplitigs.k_13.d_2.M_runs	spneumoniae	pseudosimplitigs	13	2	runs	12.97	0.17	11.27	88%	244632	0	776	12.977207
spneumoniae.S_pseudosimplitigs.k_13.d_2.M_zeros	spneumoniae	pseudosimplitigs	13	2	zeros	8.34	0.11	7.09	86%	271896	0	0	8.350926
spneumoniae.S_pseudosimplitigs.k_13.d_3.M_default	spneumoniae	pseudosimplitigs	13	3	default	0.01	0.00	0.01	89%	4356	0	0	1.281254
spneumoniae.S_pseudosimplitigs.k_13.d_3.M_ones	spneumoniae	pseudosimplitigs	13	3	ones	8.08	0.29	6.55	84%	389000	0	0	8.089226
spneumoniae.S_pseudosimplitigs.k_13.d_3.M_runs	spneumoniae	pseudosimplitigs	13	3	runs	12.43	0.20	11.01	90%	241572	0	464	12.43899
spneumoniae.S_pseudosimplitigs.k_13.d_3.M_zeros	spneumoniae	pseudosimplitigs	13	3	zeros	8.06	0.17	6.82	86%	262868	0	0	8.066411
spneumoniae.S_pseudosimplitigs.k_13.d_4.M_default	spneumoniae	pseudosimplitigs	13	4	default	0.02	0.00	0.01	85%	4096	0	0	1.353999
spneumoniae.S_pseudosimplitigs.k_13.d_4.M_ones	spneumoniae	pseudosimplitigs	13	4	ones	8.07	0.16	6.57	83%	386048	0	0	8.077392
spneumoniae.S_pseudosimplitigs.k_13.d_4.M_runs	spneumoniae	pseudosimplitigs	13	4	runs	13.42	0.15	11.97	90%	241304	0	256	13.432787
spneumoniae.S_pseudosimplitigs.k_13.d_4.M_zeros	spneumoniae	pseudosimplitigs	13	4	zeros	7.95	0.12	6.52	83%	274808	0	0	7.957317
spneumoniae.S_pseudosimplitigs.k_13.d_5.M_default	spneumoniae	pseudosimplitigs	13	5	default	0.02	0.00	0.01	86%	4096	0	0	1.118274
spneumoniae.S_pseudosimplitigs.k_13.d_5.M_ones	spneumoniae	pseudosimplitigs	13	5	ones	8.57	0.19	6.97	83%	384180	0	0	8.58127
spneumoniae.S_pseudosimplitigs.k_13.d_5.M_runs	spneumoniae	pseudosimplitigs	13	5	runs	13.48	0.22	11.68	88%	241360	0	152	13.485333
spneumoniae.S_pseudosimplitigs.k_13.d_5.M_zeros	spneumoniae	pseudosimplitigs	13	5	zeros	8.09	0.27	6.71	86%	273336	0	0	8.09868
spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_default	spneumoniae	pseudosimplitigsAC	13	1	default	0.02	0.00	0.01	86%	4884	0	0	2.26055
spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_ones	spneumoniae	pseudosimplitigsAC	13	1	ones	9.03	0.19	7.45	84%	432420	0	0	9.041266
spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_runs	spneumoniae	pseudosimplitigsAC	13	1	runs	14.21	0.13	12.60	89%	259424	0	3016	14.214007
spneumoniae.S_pseudosimplitigsAC.k_13.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	13	1	zeros	10.59	0.26	8.28	80%	316524	0	0	10.597655
spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_default	spneumoniae	pseudosimplitigsAC	13	2	default	0.01	0.00	0.01	87%	4356	0	0	1.168792
spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_ones	spneumoniae	pseudosimplitigsAC	13	2	ones	8.06	0.20	6.47	82%	396032	0	0	8.065082
spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_runs	spneumoniae	pseudosimplitigsAC	13	2	runs	12.99	0.13	11.53	89%	242524	0	824	12.994673
spneumoniae.S_pseudosimplitigsAC.k_13.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	13	2	zeros	8.76	0.17	7.45	87%	271192	0	0	8.769313
spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_default	spneumoniae	pseudosimplitigsAC	13	3	default	0.01	0.01	0.00	81%	4096	0	0	1.214651
spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_ones	spneumoniae	pseudosimplitigsAC	13	3	ones	7.54	0.15	6.25	84%	387652	0	0	7.551318
spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_runs	spneumoniae	pseudosimplitigsAC	13	3	runs	14.10	0.20	12.80	92%	240376	0	416	14.103636
spneumoniae.S_pseudosimplitigsAC.k_13.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	13	3	zeros	9.05	0.20	7.55	85%	276452	0	0	9.054052
spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_default	spneumoniae	pseudosimplitigsAC	13	4	default	0.01	0.00	0.01	81%	4096	0	0	1.235187
spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_ones	spneumoniae	pseudosimplitigsAC	13	4	ones	7.76	0.17	6.40	84%	384984	0	0	7.772581
spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_runs	spneumoniae	pseudosimplitigsAC	13	4	runs	12.88	0.14	11.37	89%	240484	0	208	12.886844
spneumoniae.S_pseudosimplitigsAC.k_13.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	13	4	zeros	8.61	0.21	7.16	85%	274124	0	0	8.61922
spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_default	spneumoniae	pseudosimplitigsAC	13	5	default	0.01	0.00	0.01	88%	4096	0	0	1.035921
spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_ones	spneumoniae	pseudosimplitigsAC	13	5	ones	8.21	0.18	6.58	82%	383640	0	0	8.217907
spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_runs	spneumoniae	pseudosimplitigsAC	13	5	runs	12.17	0.20	10.60	88%	240780	0	136	12.180799
spneumoniae.S_pseudosimplitigsAC.k_13.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	13	5	zeros	7.68	0.10	6.40	84%	272532	0	0	7.693884
spneumoniae.S_streaming.k_13.d_na.M_default	spneumoniae	streaming	13	na	default	0.01	0.00	0.01	87%	4100	0	0	1.019872
spneumoniae.S_streaming.k_13.d_na.M_ones	spneumoniae	streaming	13	na	ones	7.89	0.21	6.32	82%	357628	0	0	7.898583
spneumoniae.S_streaming.k_13.d_na.M_runs	spneumoniae	streaming	13	na	runs	11.99	0.10	10.44	87%	234024	0	0	11.995934
spneumoniae.S_streaming.k_13.d_na.M_zeros	spneumoniae	streaming	13	na	zeros	7.43	0.11	6.12	83%	243780	0	0	7.436612
spneumoniae.S_greedy.k_14.d_na.M_default	spneumoniae	greedy	14	na	default	0.01	0.00	0.01	80%	4096	0	0	1.170247
spneumoniae.S_greedy.k_14.d_na.M_ones	spneumoniae	greedy	14	na	ones	8.27	0.22	6.73	84%	365520	0	0	8.278039
spneumoniae.S_greedy.k_14.d_na.M_runs	spneumoniae	greedy	14	na	runs	12.48	0.15	11.22	91%	235320	0	0	12.492094
spneumoniae.S_greedy.k_14.d_na.M_zeros	spneumoniae	greedy	14	na	zeros	8.00	0.16	6.82	87%	235084	0	0	8.006497
spneumoniae.S_greedyAC.k_14.d_na.M_default	spneumoniae	greedyAC	14	na	default	0.01	0.00	0.01	81%	4096	0	0	1.732833
spneumoniae.S_greedyAC.k_14.d_na.M_ones	spneumoniae	greedyAC	14	na	ones	8.45	0.27	6.89	84%	365332	0	0	8.461867
spneumoniae.S_greedyAC.k_14.d_na.M_runs	spneumoniae	greedyAC	14	na	runs	12.81	0.21	11.36	90%	235320	96	0	12.815571
spneumoniae.S_greedyAC.k_14.d_na.M_zeros	spneumoniae	greedyAC	14	na	zeros	8.62	0.13	7.24	85%	235216	0	0	8.630363
spneumoniae.S_pseudosimplitigs.k_14.d_1.M_default	spneumoniae	pseudosimplitigs	14	1	default	0.01	0.00	0.01	89%	4356	0	0	1.3235
spneumoniae.S_pseudosimplitigs.k_14.d_1.M_ones	spneumoniae	pseudosimplitigs	14	1	ones	9.28	0.16	7.72	84%	410744	0	0	9.286008
spneumoniae.S_pseudosimplitigs.k_14.d_1.M_runs	spneumoniae	pseudosimplitigs	14	1	runs	14.24	0.20	12.71	90%	244612	0	240	14.249768
spneumoniae.S_pseudosimplitigs.k_14.d_1.M_zeros	spneumoniae	pseudosimplitigs	14	1	zeros	9.81	0.11	8.32	85%	267024	0	0	9.817943
spneumoniae.S_pseudosimplitigs.k_14.d_2.M_default	spneumoniae	pseudosimplitigs	14	2	default	0.01	0.00	0.01	88%	4092	0	0	1.573113
spneumoniae.S_pseudosimplitigs.k_14.d_2.M_ones	spneumoniae	pseudosimplitigs	14	2	ones	8.45	0.24	7.06	86%	391696	0	0	8.462332
spneumoniae.S_pseudosimplitigs.k_14.d_2.M_runs	spneumoniae	pseudosimplitigs	14	2	runs	14.17	0.11	12.78	90%	239484	0	80	14.180034
spneumoniae.S_pseudosimplitigs.k_14.d_2.M_zeros	spneumoniae	pseudosimplitigs	14	2	zeros	8.57	0.13	6.95	82%	247804	0	0	8.578436
spneumoniae.S_pseudosimplitigs.k_14.d_3.M_default	spneumoniae	pseudosimplitigs	14	3	default	0.02	0.00	0.01	80%	4096	0	0	1.722408
spneumoniae.S_pseudosimplitigs.k_14.d_3.M_ones	spneumoniae	pseudosimplitigs	14	3	ones	8.71	0.27	7.09	84%	389036	0	0	8.719726
spneumoniae.S_pseudosimplitigs.k_14.d_3.M_runs	spneumoniae	pseudosimplitigs	14	3	runs	12.69	0.14	11.30	90%	238760	0	32	12.694852
spneumoniae.S_pseudosimplitigs.k_14.d_3.M_zeros	spneumoniae	pseudosimplitigs	14	3	zeros	8.59	0.29	7.23	87%	243916	0	0	8.602583
spneumoniae.S_pseudosimplitigs.k_14.d_4.M_default	spneumoniae	pseudosimplitigs	14	4	default	0.01	0.00	0.01	88%	4096	0	0	1.409188
spneumoniae.S_pseudosimplitigs.k_14.d_4.M_ones	spneumoniae	pseudosimplitigs	14	4	ones	7.89	0.18	6.61	86%	388728	0	0	7.894607
spneumoniae.S_pseudosimplitigs.k_14.d_4.M_runs	spneumoniae	pseudosimplitigs	14	4	runs	12.01	0.13	10.75	90%	239216	0	24	12.019346
spneumoniae.S_pseudosimplitigs.k_14.d_4.M_zeros	spneumoniae	pseudosimplitigs	14	4	zeros	8.81	0.11	7.57	87%	244016	0	0	8.816938
spneumoniae.S_pseudosimplitigs.k_14.d_5.M_default	spneumoniae	pseudosimplitigs	14	5	default	0.01	0.00	0.01	84%	4096	0	0	1.286438
spneumoniae.S_pseudosimplitigs.k_14.d_5.M_ones	spneumoniae	pseudosimplitigs	14	5	ones	8.45	0.17	6.85	83%	389000	0	0	8.463846
spneumoniae.S_pseudosimplitigs.k_14.d_5.M_runs	spneumoniae	pseudosimplitigs	14	5	runs	13.54	0.10	12.36	92%	239860	0	24	13.548292
spneumoniae.S_pseudosimplitigs.k_14.d_5.M_zeros	spneumoniae	pseudosimplitigs	14	5	zeros	8.07	0.12	6.59	83%	244552	0	0	8.075563
spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_default	spneumoniae	pseudosimplitigsAC	14	1	default	0.01	0.00	0.01	84%	4356	0	0	1.793679
spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_ones	spneumoniae	pseudosimplitigsAC	14	1	ones	9.19	0.19	7.69	85%	410744	0	0	9.193614
spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_runs	spneumoniae	pseudosimplitigsAC	14	1	runs	13.45	0.16	11.73	88%	244812	0	296	13.45703
spneumoniae.S_pseudosimplitigsAC.k_14.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	14	1	zeros	9.79	0.11	8.20	84%	267028	0	0	9.795491
spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_default	spneumoniae	pseudosimplitigsAC	14	2	default	0.01	0.00	0.00	85%	4096	0	0	1.283336
spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_ones	spneumoniae	pseudosimplitigsAC	14	2	ones	9.47	0.21	7.96	86%	391952	0	0	9.483794
spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_runs	spneumoniae	pseudosimplitigsAC	14	2	runs	12.34	0.11	10.88	89%	239204	0	56	12.351081
spneumoniae.S_pseudosimplitigsAC.k_14.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	14	2	zeros	8.05	0.07	6.64	83%	247324	0	0	8.056984
spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_default	spneumoniae	pseudosimplitigsAC	14	3	default	0.01	0.00	0.01	75%	4096	0	0	1.54447
spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_ones	spneumoniae	pseudosimplitigsAC	14	3	ones	8.42	0.14	6.44	78%	388336	0	0	8.430108
spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_runs	spneumoniae	pseudosimplitigsAC	14	3	runs	13.38	0.19	12.04	91%	238516	0	48	13.391177
spneumoniae.S_pseudosimplitigsAC.k_14.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	14	3	zeros	8.99	0.18	7.00	79%	243768	0	0	8.999958
spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_default	spneumoniae	pseudosimplitigsAC	14	4	default	0.01	0.00	0.00	88%	4096	0	0	1.026168
spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_ones	spneumoniae	pseudosimplitigsAC	14	4	ones	7.53	0.28	6.22	86%	388360	0	0	7.539072
spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_runs	spneumoniae	pseudosimplitigsAC	14	4	runs	11.97	0.11	10.83	91%	238992	0	24	11.976739
spneumoniae.S_pseudosimplitigsAC.k_14.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	14	4	zeros	7.78	0.11	6.66	87%	243736	0	0	7.787254
spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_default	spneumoniae	pseudosimplitigsAC	14	5	default	0.01	0.00	0.01	85%	4092	0	0	1.307493
spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_ones	spneumoniae	pseudosimplitigsAC	14	5	ones	10.05	0.25	8.24	84%	388460	0	0	10.061379
spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_runs	spneumoniae	pseudosimplitigsAC	14	5	runs	12.12	0.27	10.75	91%	239448	0	24	12.126135
spneumoniae.S_pseudosimplitigsAC.k_14.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	14	5	zeros	9.19	0.09	7.31	80%	244012	0	0	9.203134
spneumoniae.S_streaming.k_14.d_na.M_default	spneumoniae	streaming	14	na	default	0.01	0.00	0.01	87%	4100	0	0	1.189761
spneumoniae.S_streaming.k_14.d_na.M_ones	spneumoniae	streaming	14	na	ones	9.37	0.29	7.52	83%	366268	0	0	9.378286
spneumoniae.S_streaming.k_14.d_na.M_runs	spneumoniae	streaming	14	na	runs	12.43	0.12	11.03	89%	234984	0	0	12.437034
spneumoniae.S_streaming.k_14.d_na.M_zeros	spneumoniae	streaming	14	na	zeros	8.56	0.16	7.29	87%	235976	0	0	8.568526
spneumoniae.S_greedy.k_15.d_na.M_default	spneumoniae	greedy	15	na	default	0.01	0.00	0.01	87%	4096	0	0	1.652958
spneumoniae.S_greedy.k_15.d_na.M_ones	spneumoniae	greedy	15	na	ones	9.03	0.25	7.35	84%	368716	0	0	9.039805
spneumoniae.S_greedy.k_15.d_na.M_runs	spneumoniae	greedy	15	na	runs	11.72	0.15	10.36	89%	237864	0	0	11.725705
spneumoniae.S_greedy.k_15.d_na.M_zeros	spneumoniae	greedy	15	na	zeros	8.27	0.12	7.11	87%	235536	0	0	8.275318
spneumoniae.S_greedyAC.k_15.d_na.M_default	spneumoniae	greedyAC	15	na	default	0.01	0.00	0.01	91%	4092	0	0	1.345287
spneumoniae.S_greedyAC.k_15.d_na.M_ones	spneumoniae	greedyAC	15	na	ones	7.81	0.17	6.53	85%	368588	0	0	7.819262
spneumoniae.S_greedyAC.k_15.d_na.M_runs	spneumoniae	greedyAC	15	na	runs	12.75	0.18	11.23	89%	237880	0	0	12.758881
spneumoniae.S_greedyAC.k_15.d_na.M_zeros	spneumoniae	greedyAC	15	na	zeros	9.05	0.21	7.33	83%	235576	0	0	9.061673
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_default	spneumoniae	pseudosimplitigs	15	1	default	0.01	0.00	0.00	80%	4096	0	0	1.248197
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_ones	spneumoniae	pseudosimplitigs	15	1	ones	8.88	0.27	7.32	85%	395756	0	0	8.889316
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_runs	spneumoniae	pseudosimplitigs	15	1	runs	13.47	0.24	11.94	90%	240556	0	16	13.480322
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_zeros	spneumoniae	pseudosimplitigs	15	1	zeros	9.34	0.27	7.72	85%	247732	0	0	9.346165
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_default	spneumoniae	pseudosimplitigs	15	2	default	0.01	0.00	0.01	87%	4096	0	0	1.73345
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_ones	spneumoniae	pseudosimplitigs	15	2	ones	8.17	0.15	6.67	83%	387972	0	0	8.175574
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_runs	spneumoniae	pseudosimplitigs	15	2	runs	16.85	0.24	14.81	89%	238876	0	0	16.862543
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_zeros	spneumoniae	pseudosimplitigs	15	2	zeros	8.12	0.14	6.78	85%	241504	0	0	8.133156
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_default	spneumoniae	pseudosimplitigs	15	3	default	0.01	0.00	0.00	85%	4096	0	0	1.075561
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_ones	spneumoniae	pseudosimplitigs	15	3	ones	8.83	0.15	7.58	87%	386092	0	0	8.835793
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_runs	spneumoniae	pseudosimplitigs	15	3	runs	13.09	0.22	11.58	90%	238708	0	16	13.103688
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_zeros	spneumoniae	pseudosimplitigs	15	3	zeros	8.11	0.12	6.67	83%	239736	0	0	8.12138
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_default	spneumoniae	pseudosimplitigs	15	4	default	0.01	0.00	0.01	81%	4096	0	0	1.641932
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_ones	spneumoniae	pseudosimplitigs	15	4	ones	8.78	0.25	7.07	83%	385468	0	0	8.786743
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_runs	spneumoniae	pseudosimplitigs	15	4	runs	14.02	0.30	11.92	87%	238664	0	0	14.028764
