pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_1	spneumoniae-pangenome	pseudosimplitigsAC	4	1	1.01	0.02	0.80	81%	36160	0	0	1.020418
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_2	spneumoniae-pangenome	pseudosimplitigsAC	4	2	1.00	0.01	0.78	79%	36176	0	0	1.007069
spneumoniae-pangenome.S_pseudosimplitigsAC.k_4.d_3	spneumoniae-pangenome	pseudosimplitigsAC	4	3	1.26	0.03	0.97	79%	35996	0	0	1.272143
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_1	spneumoniae-pangenome	pseudosimplitigs	5	1	1.89	0.02	1.65	88%	36124	0	0	1.903647
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_2	spneumoniae-pangenome	pseudosimplitigs	5	2	1.19	0.03	0.90	78%	34656	0	0	1.200252
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_3	spneumoniae-pangenome	pseudosimplitigs	5	3	1.08	0.03	0.81	77%	36124	48	0	1.090988
spneumoniae-pangenome.S_pseudosimplitigs.k_5.d_4	spneumoniae-pangenome	pseudosimplitigs	5	4	0.95	0.02	0.70	76%	36180	0	0	0.956143
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_1	spneumoniae-pangenome	pseudosimplitigsAC	5	1	1.07	0.01	0.82	77%	36188	0	0	1.082457
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_2	spneumoniae-pangenome	pseudosimplitigsAC	5	2	1.30	0.00	1.02	78%	36200	0	0	1.31313
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_3	spneumoniae-pangenome	pseudosimplitigsAC	5	3	1.27	0.04	0.96	79%	34732	0	0	1.28163
spneumoniae-pangenome.S_pseudosimplitigsAC.k_5.d_4	spneumoniae-pangenome	pseudosimplitigsAC	5	4	1.30	0.01	1.00	78%	36192	0	0	1.306727
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_1	spneumoniae-pangenome	pseudosimplitigs	6	1	1.22	0.03	0.96	81%	36168	0	0	1.233152
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_2	spneumoniae-pangenome	pseudosimplitigs	6	2	1.66	0.04	1.31	82%	34916	0	0	1.665816
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_3	spneumoniae-pangenome	pseudosimplitigs	6	3	1.15	0.01	0.92	81%	34836	0	0	1.156224
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_4	spneumoniae-pangenome	pseudosimplitigs	6	4	9.20	5.74	0.96	72%	34404	8144	0	9.216009
spneumoniae-pangenome.S_pseudosimplitigs.k_6.d_5	spneumoniae-pangenome	pseudosimplitigs	6	5	0.89	0.01	0.67	77%	34616	3240	0	0.894697
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_1	spneumoniae-pangenome	pseudosimplitigsAC	6	1	1.18	0.01	0.96	82%	36188	0	0	1.191525
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_2	spneumoniae-pangenome	pseudosimplitigsAC	6	2	1.24	0.03	0.98	82%	34644	0	0	1.250078
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_3	spneumoniae-pangenome	pseudosimplitigsAC	6	3	0.85	0.03	0.67	82%	36116	0	0	0.860693
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_4	spneumoniae-pangenome	pseudosimplitigsAC	6	4	1.04	0.03	0.78	77%	36112	0	0	1.05019
spneumoniae-pangenome.S_pseudosimplitigsAC.k_6.d_5	spneumoniae-pangenome	pseudosimplitigsAC	6	5	1.39	0.05	1.07	80%	36176	0	0	1.400597
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_1	spneumoniae-pangenome	pseudosimplitigs	7	1	1.16	0.03	0.90	80%	34704	0	0	1.173026
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_2	spneumoniae-pangenome	pseudosimplitigs	7	2	1.45	0.02	1.16	81%	36180	0	0	1.458217
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_3	spneumoniae-pangenome	pseudosimplitigs	7	3	1.55	0.03	1.24	82%	36128	0	0	1.558284
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_4	spneumoniae-pangenome	pseudosimplitigs	7	4	1.83	0.02	1.48	82%	34708	0	0	1.844253
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_5	spneumoniae-pangenome	pseudosimplitigs	7	5	1.55	0.04	1.21	80%	36164	0	0	1.556997
spneumoniae-pangenome.S_pseudosimplitigs.k_7.d_6	spneumoniae-pangenome	pseudosimplitigs	7	6	1.69	0.02	1.42	85%	36196	0	0	1.697192
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_1	spneumoniae-pangenome	pseudosimplitigsAC	7	1	1.77	0.03	1.40	81%	44588	0	0	1.777303
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_2	spneumoniae-pangenome	pseudosimplitigsAC	7	2	1.64	0.03	1.30	81%	44548	48	0	1.649847
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_3	spneumoniae-pangenome	pseudosimplitigsAC	7	3	1.40	0.03	1.17	86%	44576	0	0	1.409403
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_4	spneumoniae-pangenome	pseudosimplitigsAC	7	4	1.99	0.04	1.61	83%	42828	888	0	1.998601
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_5	spneumoniae-pangenome	pseudosimplitigsAC	7	5	1.54	0.02	1.26	83%	44340	0	0	1.552309
spneumoniae-pangenome.S_pseudosimplitigsAC.k_7.d_6	spneumoniae-pangenome	pseudosimplitigsAC	7	6	2.60	0.08	2.23	88%	44612	0	0	2.6137
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_1	spneumoniae-pangenome	pseudosimplitigs	8	1	3.21	0.02	2.91	91%	38600	0	0	3.21633
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_2	spneumoniae-pangenome	pseudosimplitigs	8	2	1.60	0.01	1.35	85%	38528	0	0	1.613431
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_3	spneumoniae-pangenome	pseudosimplitigs	8	3	2.52	0.03	2.11	85%	38556	0	0	2.528988
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_4	spneumoniae-pangenome	pseudosimplitigs	8	4	2.04	0.06	1.57	80%	38532	0	0	2.052602
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_5	spneumoniae-pangenome	pseudosimplitigs	8	5	1.72	0.03	1.40	83%	36732	0	0	1.732222
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_6	spneumoniae-pangenome	pseudosimplitigs	8	6	2.53	0.02	2.27	90%	38628	0	0	2.541415
spneumoniae-pangenome.S_pseudosimplitigs.k_8.d_7	spneumoniae-pangenome	pseudosimplitigs	8	7	1.96	0.05	1.66	87%	38516	0	0	1.972171
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_1	spneumoniae-pangenome	pseudosimplitigsAC	8	1	2.03	0.08	1.64	84%	87676	0	0	2.03913
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_2	spneumoniae-pangenome	pseudosimplitigsAC	8	2	2.89	0.05	2.61	92%	90076	3480	0	2.897654
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_3	spneumoniae-pangenome	pseudosimplitigsAC	8	3	2.12	0.04	1.84	88%	90040	0	0	2.134657
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_4	spneumoniae-pangenome	pseudosimplitigsAC	8	4	1.61	0.02	1.34	84%	90040	0	0	1.621537
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_5	spneumoniae-pangenome	pseudosimplitigsAC	8	5	2.13	0.05	1.83	89%	90044	0	0	2.133934
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_6	spneumoniae-pangenome	pseudosimplitigsAC	8	6	1.47	0.04	1.20	84%	90068	0	0	1.479352
spneumoniae-pangenome.S_pseudosimplitigsAC.k_8.d_7	spneumoniae-pangenome	pseudosimplitigsAC	8	7	2.23	0.05	1.95	89%	90328	0	0	2.244933
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_1	spneumoniae-pangenome	pseudosimplitigs	9	1	4.05	0.04	3.69	92%	59944	0	0	4.058194
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_2	spneumoniae-pangenome	pseudosimplitigs	9	2	4.84	0.06	4.55	95%	59948	0	0	4.850156
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_3	spneumoniae-pangenome	pseudosimplitigs	9	3	5.34	0.04	5.03	95%	58328	0	0	5.352163
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_4	spneumoniae-pangenome	pseudosimplitigs	9	4	10.43	0.17	9.89	96%	59948	0	0	10.435799
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_5	spneumoniae-pangenome	pseudosimplitigs	9	5	7.26	0.04	6.90	95%	59976	0	0	7.266886
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_6	spneumoniae-pangenome	pseudosimplitigs	9	6	4.92	0.02	4.67	95%	59784	0	0	4.929364
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_7	spneumoniae-pangenome	pseudosimplitigs	9	7	17.48	6.86	5.10	68%	58432	12672	0	17.493576
spneumoniae-pangenome.S_pseudosimplitigs.k_9.d_8	spneumoniae-pangenome	pseudosimplitigs	9	8	6.18	0.12	5.71	94%	59952	0	0	6.185586
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_1	spneumoniae-pangenome	pseudosimplitigsAC	9	1	7.65	0.13	7.15	95%	272780	0	0	7.661767
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_2	spneumoniae-pangenome	pseudosimplitigsAC	9	2	7.61	0.12	7.20	96%	274368	0	0	7.621165
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_3	spneumoniae-pangenome	pseudosimplitigsAC	9	3	6.54	0.14	6.09	95%	274400	0	0	6.548992
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_4	spneumoniae-pangenome	pseudosimplitigsAC	9	4	7.74	0.18	7.25	96%	274600	0	0	7.749502
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_5	spneumoniae-pangenome	pseudosimplitigsAC	9	5	8.71	0.17	8.19	95%	274584	0	0	8.72462
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_6	spneumoniae-pangenome	pseudosimplitigsAC	9	6	7.88	0.13	7.44	96%	273228	0	0	7.886643
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_7	spneumoniae-pangenome	pseudosimplitigsAC	9	7	8.09	0.17	7.57	95%	274896	16	0	8.095943
spneumoniae-pangenome.S_pseudosimplitigsAC.k_9.d_8	spneumoniae-pangenome	pseudosimplitigsAC	9	8	8.67	0.15	8.19	96%	275032	0	0	8.682478
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_1	spneumoniae-pangenome	pseudosimplitigs	10	1	11.88	0.21	10.97	94%	137272	2056	0	11.894476
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_2	spneumoniae-pangenome	pseudosimplitigs	10	2	8.63	0.08	7.83	91%	138624	0	0	8.641516
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_3	spneumoniae-pangenome	pseudosimplitigs	10	3	10.62	0.24	9.63	92%	137104	224	0	10.627715
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_4	spneumoniae-pangenome	pseudosimplitigs	10	4	25.39	6.02	13.70	77%	136568	6592	0	25.400228
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_5	spneumoniae-pangenome	pseudosimplitigs	10	5	10.70	0.03	10.02	93%	138624	0	0	10.710925
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_6	spneumoniae-pangenome	pseudosimplitigs	10	6	12.40	0.14	11.43	93%	138628	0	0	12.406365
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_7	spneumoniae-pangenome	pseudosimplitigs	10	7	10.73	0.07	10.04	94%	138816	0	0	10.740277
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_8	spneumoniae-pangenome	pseudosimplitigs	10	8	13.54	0.17	12.75	95%	138756	0	0	13.546085
spneumoniae-pangenome.S_pseudosimplitigs.k_10.d_9	spneumoniae-pangenome	pseudosimplitigs	10	9	13.92	0.15	13.01	94%	138796	0	0	13.933692
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_1	spneumoniae-pangenome	pseudosimplitigsAC	10	1	18.53	0.95	16.86	96%	1051276	0	0	18.536216
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_2	spneumoniae-pangenome	pseudosimplitigsAC	10	2	16.90	0.50	15.74	96%	1050284	0	0	16.907786
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_3	spneumoniae-pangenome	pseudosimplitigsAC	10	3	16.16	0.49	15.05	96%	1051656	0	0	16.170041
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_4	spneumoniae-pangenome	pseudosimplitigsAC	10	4	18.57	0.63	17.23	96%	1055336	0	0	18.581319
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_5	spneumoniae-pangenome	pseudosimplitigsAC	10	5	24.24	1.08	17.22	75%	1055356	11440	0	24.247333
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_6	spneumoniae-pangenome	pseudosimplitigsAC	10	6	17.40	0.47	16.24	96%	1055880	0	0	17.409488
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_7	spneumoniae-pangenome	pseudosimplitigsAC	10	7	17.64	0.49	16.48	96%	1056256	2888	0	17.650049
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_8	spneumoniae-pangenome	pseudosimplitigsAC	10	8	15.01	0.43	13.81	94%	1055924	0	0	15.022061
spneumoniae-pangenome.S_pseudosimplitigsAC.k_10.d_9	spneumoniae-pangenome	pseudosimplitigsAC	10	9	18.08	0.58	16.79	96%	1055884	0	0	18.085864
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_1	spneumoniae-pangenome	pseudosimplitigs	11	1	27.37	5.67	14.89	75%	343804	9040	0	27.378029
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_10	spneumoniae-pangenome	pseudosimplitigs	11	10	55.22	2.87	49.32	94%	346096	1248	0	55.233795
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2	spneumoniae-pangenome	pseudosimplitigs	11	2	17.49	0.34	15.27	89%	347048	0	0	17.49438
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3	spneumoniae-pangenome	pseudosimplitigs	11	3	35.56	7.68	20.85	80%	345476	7616	0	35.573993
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4	spneumoniae-pangenome	pseudosimplitigs	11	4	52.48	5.52	40.76	88%	346208	6504	0	52.49548
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5	spneumoniae-pangenome	pseudosimplitigs	11	5	39.97	2.01	34.28	90%	347096	3272	0	39.975643
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_6	spneumoniae-pangenome	pseudosimplitigs	11	6	37.59	0.30	35.52	95%	347048	0	0	37.598486
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_7	spneumoniae-pangenome	pseudosimplitigs	11	7	36.10	0.45	34.01	95%	345396	0	0	36.107685
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_8	spneumoniae-pangenome	pseudosimplitigs	11	8	45.26	0.27	42.97	95%	347112	0	0	45.26735
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_9	spneumoniae-pangenome	pseudosimplitigs	11	9	51.23	6.68	37.75	86%	345856	9880	0	51.239816
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_1	spneumoniae-pangenome	pseudosimplitigsAC	11	1	55.40	2.97	47.11	90%	3429060	2968	0	55.409782
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_10	spneumoniae-pangenome	pseudosimplitigsAC	11	10	61.08	1.90	57.35	97%	3545080	0	0	61.089127
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_2	spneumoniae-pangenome	pseudosimplitigsAC	11	2	54.98	1.81	51.56	97%	3426356	0	0	54.99269
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_3	spneumoniae-pangenome	pseudosimplitigsAC	11	3	58.32	1.53	55.15	97%	3425876	280	0	58.329193
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_4	spneumoniae-pangenome	pseudosimplitigsAC	11	4	62.26	1.94	58.53	97%	3483012	0	0	62.267224
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_5	spneumoniae-pangenome	pseudosimplitigsAC	11	5	56.95	1.32	54.16	97%	3510468	0	0	56.961952
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_6	spneumoniae-pangenome	pseudosimplitigsAC	11	6	59.07	1.72	55.63	97%	3545000	0	0	59.079204
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_7	spneumoniae-pangenome	pseudosimplitigsAC	11	7	60.22	1.90	56.52	96%	3545076	0	0	60.233048
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_8	spneumoniae-pangenome	pseudosimplitigsAC	11	8	73.53	4.39	67.57	97%	3545088	0	0	73.541795
spneumoniae-pangenome.S_pseudosimplitigsAC.k_11.d_9	spneumoniae-pangenome	pseudosimplitigsAC	11	9	59.01	1.77	55.71	97%	3545076	0	0	59.022574
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1	spneumoniae-pangenome	pseudosimplitigs	12	1	40.23	0.89	28.72	73%	665864	6688	0	40.243562
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_10	spneumoniae-pangenome	pseudosimplitigs	12	10	96.76	6.45	83.74	93%	858168	2040	0	96.7656
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_11	spneumoniae-pangenome	pseudosimplitigs	12	11	169.20	3.31	160.97	97%	857980	1544	0	169.212026
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2	spneumoniae-pangenome	pseudosimplitigs	12	2	51.64	6.78	38.65	87%	657564	5792	0	51.651242
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3	spneumoniae-pangenome	pseudosimplitigs	12	3	44.40	3.25	34.35	84%	651456	7336	0	44.407852
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4	spneumoniae-pangenome	pseudosimplitigs	12	4	35.47	2.19	27.60	83%	681164	2640	0	35.478844
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5	spneumoniae-pangenome	pseudosimplitigs	12	5	36.51	0.66	31.91	89%	857988	0	0	36.517256
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_6	spneumoniae-pangenome	pseudosimplitigs	12	6	39.89	0.55	32.04	81%	857972	0	0	39.90461
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_7	spneumoniae-pangenome	pseudosimplitigs	12	7	40.62	0.47	36.69	91%	857988	0	0	40.624179
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_8	spneumoniae-pangenome	pseudosimplitigs	12	8	48.71	2.47	41.88	91%	855480	1856	0	48.721229
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_9	spneumoniae-pangenome	pseudosimplitigs	12	9	59.27	0.81	54.97	94%	858060	0	0	59.280693
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_1	spneumoniae-pangenome	pseudosimplitigsAC	12	1	120.30	4.52	110.90	95%	7909920	0	0	120.311264
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_10	spneumoniae-pangenome	pseudosimplitigsAC	12	10	178.97	14.63	154.66	94%	8935548	5208	0	178.974481
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_11	spneumoniae-pangenome	pseudosimplitigsAC	12	11	212.31	20.76	184.23	96%	8933552	1752	0	212.322487
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_2	spneumoniae-pangenome	pseudosimplitigsAC	12	2	140.26	9.15	124.32	95%	7898228	1816	0	140.269668
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_3	spneumoniae-pangenome	pseudosimplitigsAC	12	3	117.84	3.59	110.24	96%	7894968	96	0	117.849995
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_4	spneumoniae-pangenome	pseudosimplitigsAC	12	4	156.89	5.07	148.03	97%	7896060	0	0	156.902714
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_5	spneumoniae-pangenome	pseudosimplitigsAC	12	5	152.68	12.06	131.88	94%	8579316	11208	0	152.689854
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_6	spneumoniae-pangenome	pseudosimplitigsAC	12	6	163.96	4.48	155.97	97%	8611284	0	0	163.971544
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_7	spneumoniae-pangenome	pseudosimplitigsAC	12	7	173.72	16.31	148.06	94%	8611424	12632	0	173.727563
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_8	spneumoniae-pangenome	pseudosimplitigsAC	12	8	195.21	16.77	173.66	97%	8934444	5352	0	195.224508
spneumoniae-pangenome.S_pseudosimplitigsAC.k_12.d_9	spneumoniae-pangenome	pseudosimplitigsAC	12	9	176.08	11.06	155.19	94%	8935636	8376	0	176.085101
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1	spneumoniae-pangenome	pseudosimplitigs	13	1	51.35	0.96	41.89	83%	983992	0	0	51.360925
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_10	spneumoniae-pangenome	pseudosimplitigs	13	10	339.02	6.05	323.62	97%	1197384	2296	0	339.035686
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_11	spneumoniae-pangenome	pseudosimplitigs	13	11	768.65	36.37	700.97	95%	1197380	31680	0	768.657627
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_12	spneumoniae-pangenome	pseudosimplitigs	13	12	1139.07	53.39	1048.24	96%	1197336	34280	0	1139.074317
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2	spneumoniae-pangenome	pseudosimplitigs	13	2	66.37	7.64	47.37	82%	981956	7392	0	66.376758
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3	spneumoniae-pangenome	pseudosimplitigs	13	3	43.52	0.66	36.51	85%	982392	0	0	43.527807
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4	spneumoniae-pangenome	pseudosimplitigs	13	4	75.01	9.65	47.87	76%	989920	16984	0	75.019357
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5	spneumoniae-pangenome	pseudosimplitigs	13	5	176.77	18.19	140.20	89%	1001100	17432	0	176.779245
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_6	spneumoniae-pangenome	pseudosimplitigs	13	6	185.94	23.97	140.85	88%	1197480	18160	0	185.954839
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_7	spneumoniae-pangenome	pseudosimplitigs	13	7	226.35	22.40	185.86	92%	1197364	21944	0	226.360773
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_8	spneumoniae-pangenome	pseudosimplitigs	13	8	228.48	23.83	190.09	93%	1195640	16400	0	228.490981
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_9	spneumoniae-pangenome	pseudosimplitigs	13	9	274.49	16.19	244.57	94%	1195892	15392	0	274.500234
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_1	spneumoniae-pangenome	pseudosimplitigsAC	13	1	185.34	6.59	171.04	95%	12869756	0	0	185.352329
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_10	spneumoniae-pangenome	pseudosimplitigsAC	13	10	265.41	16.27	240.12	96%	15245112	4232	0	265.419593
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_11	spneumoniae-pangenome	pseudosimplitigsAC	13	11	273.53	17.51	248.46	97%	15243284	1296	0	273.542674
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_12	spneumoniae-pangenome	pseudosimplitigsAC	13	12	282.41	16.34	257.28	96%	15244892	6488	0	282.422302
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_2	spneumoniae-pangenome	pseudosimplitigsAC	13	2	227.97	24.96	190.58	94%	12861492	9248	0	227.976694
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_3	spneumoniae-pangenome	pseudosimplitigsAC	13	3	246.13	39.03	197.10	95%	12854524	22328	0	246.14104
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_4	spneumoniae-pangenome	pseudosimplitigsAC	13	4	226.59	19.84	195.73	95%	12921452	9648	0	226.605357
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_5	spneumoniae-pangenome	pseudosimplitigsAC	13	5	212.31	10.69	195.68	97%	12924956	10176	0	212.322426
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_6	spneumoniae-pangenome	pseudosimplitigsAC	13	6	222.42	9.67	205.16	96%	15100320	4296	0	222.427057
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_7	spneumoniae-pangenome	pseudosimplitigsAC	13	7	250.86	11.17	234.40	97%	15098656	0	0	250.873502
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_8	spneumoniae-pangenome	pseudosimplitigsAC	13	8	239.00	8.65	225.03	97%	15247160	0	0	239.004231
spneumoniae-pangenome.S_pseudosimplitigsAC.k_13.d_9	spneumoniae-pangenome	pseudosimplitigsAC	13	9	251.48	14.55	229.98	97%	15244908	1096	0	251.492584
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1	spneumoniae-pangenome	pseudosimplitigs	14	1	60.38	3.23	47.09	83%	1188320	3232	0	60.385911
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_10	spneumoniae-pangenome	pseudosimplitigs	14	10	617.21	72.67	501.24	92%	1508716	62064	0	617.221047
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_11	spneumoniae-pangenome	pseudosimplitigs	14	11	1220.58	50.36	1135.85	97%	1510632	33656	0	1220.586501
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_12	spneumoniae-pangenome	pseudosimplitigs	14	12	2469.89	149.24	2200.72	95%	1509556	87112	0	2469.901653
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2	spneumoniae-pangenome	pseudosimplitigs	14	2	64.43	8.44	46.75	85%	1188612	4384	0	64.444462
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3	spneumoniae-pangenome	pseudosimplitigs	14	3	90.30	8.42	72.53	89%	1189896	3032	0	90.314173
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4	spneumoniae-pangenome	pseudosimplitigs	14	4	101.58	12.01	76.43	87%	1188044	10832	0	101.588822
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5	spneumoniae-pangenome	pseudosimplitigs	14	5	112.91	14.83	76.58	80%	1242088	9760	0	112.920027
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_6	spneumoniae-pangenome	pseudosimplitigs	14	6	87.19	2.81	75.92	90%	1509872	2232	0	87.195342
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_7	spneumoniae-pangenome	pseudosimplitigs	14	7	161.38	10.50	130.46	87%	1509864	5352	0	161.389958
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_8	spneumoniae-pangenome	pseudosimplitigs	14	8	181.38	18.03	145.51	90%	1510576	17392	0	181.389485
