pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_pseudosimplitigs.k_7.d_4	spneumoniae	pseudosimplitigs	7	4	0.22	0.00	0.19	85%	8424	0	0	0.230396
spneumoniae.S_pseudosimplitigs.k_7.d_5	spneumoniae	pseudosimplitigs	7	5	0.23	0.00	0.19	84%	8424	0	0	0.239557
spneumoniae.S_pseudosimplitigsAC.k_7.d_1	spneumoniae	pseudosimplitigsAC	7	1	0.22	0.00	0.19	85%	18320	0	0	0.225968
spneumoniae.S_pseudosimplitigsAC.k_7.d_2	spneumoniae	pseudosimplitigsAC	7	2	0.26	0.01	0.21	87%	18312	0	0	0.264999
spneumoniae.S_pseudosimplitigsAC.k_7.d_3	spneumoniae	pseudosimplitigsAC	7	3	0.20	0.01	0.15	83%	18312	0	0	0.206719
spneumoniae.S_pseudosimplitigsAC.k_7.d_4	spneumoniae	pseudosimplitigsAC	7	4	0.21	0.00	0.18	86%	18320	0	0	0.220864
spneumoniae.S_pseudosimplitigsAC.k_7.d_5	spneumoniae	pseudosimplitigsAC	7	5	0.27	0.01	0.21	86%	18312	0	0	0.27404
spneumoniae.S_streaming.k_7.d_na	spneumoniae	streaming	7	na	0.21	0.00	0.18	87%	8132	0	0	0.216172
spneumoniae.S_greedy.k_8.d_na	spneumoniae	greedy	8	na	0.17	0.00	0.13	81%	14004	0	0	0.175842
spneumoniae.S_greedyAC.k_8.d_na	spneumoniae	greedyAC	8	na	0.35	0.01	0.30	91%	44712	0	0	0.360764
spneumoniae.S_pseudosimplitigs.k_8.d_1	spneumoniae	pseudosimplitigs	8	1	0.21	0.00	0.17	86%	12260	0	0	0.220249
spneumoniae.S_pseudosimplitigs.k_8.d_2	spneumoniae	pseudosimplitigs	8	2	0.26	0.00	0.22	89%	12240	0	0	0.265201
spneumoniae.S_pseudosimplitigs.k_8.d_3	spneumoniae	pseudosimplitigs	8	3	0.25	0.00	0.21	87%	12248	0	0	0.263174
spneumoniae.S_pseudosimplitigs.k_8.d_4	spneumoniae	pseudosimplitigs	8	4	0.27	0.00	0.24	88%	12248	0	0	0.277661
spneumoniae.S_pseudosimplitigs.k_8.d_5	spneumoniae	pseudosimplitigs	8	5	0.19	0.00	0.16	86%	12260	0	0	0.197165
spneumoniae.S_pseudosimplitigsAC.k_8.d_1	spneumoniae	pseudosimplitigsAC	8	1	0.50	0.03	0.43	93%	64780	0	0	0.506676
spneumoniae.S_pseudosimplitigsAC.k_8.d_2	spneumoniae	pseudosimplitigsAC	8	2	0.53	0.02	0.48	93%	64768	0	0	0.536581
spneumoniae.S_pseudosimplitigsAC.k_8.d_3	spneumoniae	pseudosimplitigsAC	8	3	0.36	0.03	0.30	91%	64776	0	0	0.37391
spneumoniae.S_pseudosimplitigsAC.k_8.d_4	spneumoniae	pseudosimplitigsAC	8	4	0.45	0.02	0.41	93%	64776	0	0	0.464307
spneumoniae.S_pseudosimplitigsAC.k_8.d_5	spneumoniae	pseudosimplitigsAC	8	5	0.46	0.03	0.40	93%	64788	0	0	0.469429
spneumoniae.S_streaming.k_8.d_na	spneumoniae	streaming	8	na	0.34	0.00	0.30	90%	8124	0	0	0.350806
spneumoniae.S_greedy.k_9.d_na	spneumoniae	greedy	9	na	0.51	0.00	0.43	85%	33844	0	0	0.520093
spneumoniae.S_greedyAC.k_9.d_na	spneumoniae	greedyAC	9	na	1.79	0.05	1.66	95%	152144	0	0	1.800002
spneumoniae.S_pseudosimplitigs.k_9.d_1	spneumoniae	pseudosimplitigs	9	1	0.48	0.01	0.38	82%	32508	0	0	0.489087
spneumoniae.S_pseudosimplitigs.k_9.d_2	spneumoniae	pseudosimplitigs	9	2	0.61	0.01	0.52	87%	32508	0	0	0.618454
spneumoniae.S_pseudosimplitigs.k_9.d_3	spneumoniae	pseudosimplitigs	9	3	0.56	0.01	0.47	85%	32500	0	0	0.572313
spneumoniae.S_pseudosimplitigs.k_9.d_4	spneumoniae	pseudosimplitigs	9	4	1.07	0.02	0.95	91%	32500	0	0	1.081444
spneumoniae.S_pseudosimplitigs.k_9.d_5	spneumoniae	pseudosimplitigs	9	5	0.53	0.01	0.44	85%	32500	0	0	0.53836
spneumoniae.S_pseudosimplitigsAC.k_9.d_1	spneumoniae	pseudosimplitigsAC	9	1	2.26	0.08	2.10	96%	243880	0	0	2.272182
spneumoniae.S_pseudosimplitigsAC.k_9.d_2	spneumoniae	pseudosimplitigsAC	9	2	2.30	0.10	2.12	96%	243880	0	0	2.306891
spneumoniae.S_pseudosimplitigsAC.k_9.d_3	spneumoniae	pseudosimplitigsAC	9	3	1.74	0.12	1.53	95%	244144	0	0	1.745594
spneumoniae.S_pseudosimplitigsAC.k_9.d_4	spneumoniae	pseudosimplitigsAC	9	4	2.32	0.19	2.06	96%	244380	0	0	2.331432
spneumoniae.S_pseudosimplitigsAC.k_9.d_5	spneumoniae	pseudosimplitigsAC	9	5	2.05	0.09	1.88	96%	244408	0	0	2.057218
spneumoniae.S_streaming.k_9.d_na	spneumoniae	streaming	9	na	0.51	0.01	0.45	92%	11336	0	0	0.513943
spneumoniae.S_greedy.k_10.d_na	spneumoniae	greedy	10	na	1.40	0.05	1.06	79%	99092	0	0	1.408222
spneumoniae.S_greedyAC.k_10.d_na	spneumoniae	greedyAC	10	na	4.99	0.18	4.51	94%	531808	0	0	4.996294
spneumoniae.S_pseudosimplitigs.k_10.d_1	spneumoniae	pseudosimplitigs	10	1	1.87	0.03	1.43	78%	87208	0	0	1.878589
spneumoniae.S_pseudosimplitigs.k_10.d_2	spneumoniae	pseudosimplitigs	10	2	3.19	0.06	2.75	88%	86972	0	0	3.201355
spneumoniae.S_pseudosimplitigs.k_10.d_3	spneumoniae	pseudosimplitigs	10	3	2.45	0.04	2.01	83%	87140	0	0	2.454065
spneumoniae.S_pseudosimplitigs.k_10.d_4	spneumoniae	pseudosimplitigs	10	4	3.01	0.07	2.54	86%	87140	0	0	3.022717
spneumoniae.S_pseudosimplitigs.k_10.d_5	spneumoniae	pseudosimplitigs	10	5	2.23	0.03	1.82	83%	87148	0	0	2.235625
spneumoniae.S_pseudosimplitigsAC.k_10.d_1	spneumoniae	pseudosimplitigsAC	10	1	7.42	0.56	6.46	94%	888724	0	0	7.424214
spneumoniae.S_pseudosimplitigsAC.k_10.d_2	spneumoniae	pseudosimplitigsAC	10	2	7.60	0.37	6.86	95%	887900	0	0	7.606807
spneumoniae.S_pseudosimplitigsAC.k_10.d_3	spneumoniae	pseudosimplitigsAC	10	3	9.13	0.41	8.36	96%	888116	0	0	9.143429
spneumoniae.S_pseudosimplitigsAC.k_10.d_4	spneumoniae	pseudosimplitigsAC	10	4	9.57	0.47	8.75	96%	896092	0	0	9.580555
spneumoniae.S_pseudosimplitigsAC.k_10.d_5	spneumoniae	pseudosimplitigsAC	10	5	10.56	0.75	9.46	96%	894384	0	0	10.569073
spneumoniae.S_streaming.k_10.d_na	spneumoniae	streaming	10	na	0.57	0.00	0.44	78%	25480	0	0	0.582972
spneumoniae.S_greedy.k_11.d_na	spneumoniae	greedy	11	na	5.01	0.06	4.21	85%	235436	0	0	5.016014
spneumoniae.S_greedyAC.k_11.d_na	spneumoniae	greedyAC	11	na	14.27	0.48	13.05	94%	1317352	0	0	14.281261
spneumoniae.S_pseudosimplitigs.k_11.d_1	spneumoniae	pseudosimplitigs	11	1	5.57	0.07	4.37	79%	174608	0	0	5.580335
spneumoniae.S_pseudosimplitigs.k_11.d_2	spneumoniae	pseudosimplitigs	11	2	6.76	0.25	5.53	85%	174648	0	0	6.770783
spneumoniae.S_pseudosimplitigs.k_11.d_3	spneumoniae	pseudosimplitigs	11	3	6.46	0.23	5.29	85%	174608	0	0	6.466715
spneumoniae.S_pseudosimplitigs.k_11.d_4	spneumoniae	pseudosimplitigs	11	4	5.70	0.07	4.71	83%	174608	0	0	5.705956
spneumoniae.S_pseudosimplitigs.k_11.d_5	spneumoniae	pseudosimplitigs	11	5	7.28	0.13	6.18	86%	174608	0	0	7.292718
spneumoniae.S_pseudosimplitigsAC.k_11.d_1	spneumoniae	pseudosimplitigsAC	11	1	20.13	1.21	17.88	94%	2231588	0	0	20.135962
spneumoniae.S_pseudosimplitigsAC.k_11.d_2	spneumoniae	pseudosimplitigsAC	11	2	22.95	1.51	20.50	95%	2230340	0	0	22.960777
spneumoniae.S_pseudosimplitigsAC.k_11.d_3	spneumoniae	pseudosimplitigsAC	11	3	26.67	2.97	22.85	96%	2230292	0	0	26.681012
spneumoniae.S_pseudosimplitigsAC.k_11.d_4	spneumoniae	pseudosimplitigsAC	11	4	23.23	0.87	21.56	96%	2280736	0	0	23.238962
spneumoniae.S_pseudosimplitigsAC.k_11.d_5	spneumoniae	pseudosimplitigsAC	11	5	27.10	1.38	24.92	97%	2285720	0	0	27.112116
spneumoniae.S_streaming.k_11.d_na	spneumoniae	streaming	11	na	1.18	0.02	1.01	88%	48788	0	0	1.185492
spneumoniae.S_greedy.k_12.d_na	spneumoniae	greedy	12	na	8.54	0.40	6.92	85%	431312	0	0	8.548597
spneumoniae.S_greedyAC.k_12.d_na	spneumoniae	greedyAC	12	na	28.72	1.79	25.72	95%	2253388	0	0	28.725779
spneumoniae.S_pseudosimplitigs.k_12.d_1	spneumoniae	pseudosimplitigs	12	1	10.06	0.18	8.11	82%	317152	0	0	10.066323
spneumoniae.S_pseudosimplitigs.k_12.d_2	spneumoniae	pseudosimplitigs	12	2	9.66	0.31	7.74	83%	317152	0	0	9.673958
spneumoniae.S_pseudosimplitigs.k_12.d_3	spneumoniae	pseudosimplitigs	12	3	9.69	0.20	7.98	84%	317152	0	0	9.697454
spneumoniae.S_pseudosimplitigs.k_12.d_4	spneumoniae	pseudosimplitigs	12	4	10.41	0.12	8.83	86%	317140	0	0	10.417737
spneumoniae.S_pseudosimplitigs.k_12.d_5	spneumoniae	pseudosimplitigs	12	5	11.39	0.14	9.74	86%	317140	0	0	11.398576
spneumoniae.S_pseudosimplitigsAC.k_12.d_1	spneumoniae	pseudosimplitigsAC	12	1	34.31	1.42	31.18	95%	3826832	0	0	34.313797
spneumoniae.S_pseudosimplitigsAC.k_12.d_2	spneumoniae	pseudosimplitigsAC	12	2	38.73	1.76	35.50	96%	3822596	0	0	38.739724
spneumoniae.S_pseudosimplitigsAC.k_12.d_3	spneumoniae	pseudosimplitigsAC	12	3	37.94	1.63	34.93	96%	3821252	0	0	37.948896
spneumoniae.S_pseudosimplitigsAC.k_12.d_4	spneumoniae	pseudosimplitigsAC	12	4	45.96	1.90	42.73	97%	3852488	0	0	45.970767
spneumoniae.S_pseudosimplitigsAC.k_12.d_5	spneumoniae	pseudosimplitigsAC	12	5	46.24	2.04	42.89	97%	3942068	0	0	46.248298
spneumoniae.S_streaming.k_12.d_na	spneumoniae	streaming	12	na	1.77	0.03	1.66	95%	85564	0	0	1.780517
spneumoniae.S_greedy.k_13.d_na	spneumoniae	greedy	13	na	11.09	0.61	8.71	84%	549508	0	0	11.099443
spneumoniae.S_greedyAC.k_13.d_na	spneumoniae	greedyAC	13	na	35.12	1.62	31.90	95%	3020540	0	0	35.126447
spneumoniae.S_pseudosimplitigs.k_13.d_1	spneumoniae	pseudosimplitigs	13	1	11.00	0.33	8.83	83%	335180	0	0	11.004738
spneumoniae.S_pseudosimplitigs.k_13.d_2	spneumoniae	pseudosimplitigs	13	2	10.66	0.43	8.48	83%	335140	0	0	10.673111
spneumoniae.S_pseudosimplitigs.k_13.d_3	spneumoniae	pseudosimplitigs	13	3	11.25	0.35	9.14	84%	335140	0	0	11.255381
spneumoniae.S_pseudosimplitigs.k_13.d_4	spneumoniae	pseudosimplitigs	13	4	13.34	0.11	11.47	86%	335140	0	0	13.346686
spneumoniae.S_pseudosimplitigs.k_13.d_5	spneumoniae	pseudosimplitigs	13	5	13.62	0.17	11.67	87%	335108	0	0	13.627037
spneumoniae.S_pseudosimplitigsAC.k_13.d_1	spneumoniae	pseudosimplitigsAC	13	1	44.89	2.14	40.93	95%	5065920	0	0	44.902504
spneumoniae.S_pseudosimplitigsAC.k_13.d_2	spneumoniae	pseudosimplitigsAC	13	2	48.12	2.13	44.22	96%	5062344	0	0	48.129538
spneumoniae.S_pseudosimplitigsAC.k_13.d_3	spneumoniae	pseudosimplitigsAC	13	3	49.53	2.29	45.52	96%	5064892	0	0	49.536911
spneumoniae.S_pseudosimplitigsAC.k_13.d_4	spneumoniae	pseudosimplitigsAC	13	4	55.20	3.14	50.40	96%	5069020	0	0	55.209679
spneumoniae.S_pseudosimplitigsAC.k_13.d_5	spneumoniae	pseudosimplitigsAC	13	5	52.24	2.06	48.50	96%	5099440	0	0	52.247911
spneumoniae.S_streaming.k_13.d_na	spneumoniae	streaming	13	na	1.88	0.03	1.62	88%	88936	0	0	1.887639
spneumoniae.S_greedy.k_14.d_na	spneumoniae	greedy	14	na	9.08	0.29	7.07	81%	594788	0	0	9.093714
spneumoniae.S_greedyAC.k_14.d_na	spneumoniae	greedyAC	14	na	41.99	1.47	38.67	95%	3630212	0	0	41.999129
spneumoniae.S_pseudosimplitigs.k_14.d_1	spneumoniae	pseudosimplitigs	14	1	10.30	0.11	8.30	81%	352340	0	0	10.314502
spneumoniae.S_pseudosimplitigs.k_14.d_2	spneumoniae	pseudosimplitigs	14	2	10.75	0.17	8.71	82%	352380	0	0	10.759547
spneumoniae.S_pseudosimplitigs.k_14.d_3	spneumoniae	pseudosimplitigs	14	3	11.99	0.19	9.97	84%	352408	0	0	11.997167
spneumoniae.S_pseudosimplitigs.k_14.d_4	spneumoniae	pseudosimplitigs	14	4	12.19	0.31	9.98	84%	352396	0	0	12.20099
spneumoniae.S_pseudosimplitigs.k_14.d_5	spneumoniae	pseudosimplitigs	14	5	17.93	0.21	15.92	90%	352368	0	0	17.938878
spneumoniae.S_pseudosimplitigsAC.k_14.d_1	spneumoniae	pseudosimplitigsAC	14	1	51.98	2.99	47.14	96%	6083012	0	0	51.985728
spneumoniae.S_pseudosimplitigsAC.k_14.d_2	spneumoniae	pseudosimplitigsAC	14	2	52.04	2.62	47.48	96%	6079320	0	0	52.04444
spneumoniae.S_pseudosimplitigsAC.k_14.d_3	spneumoniae	pseudosimplitigsAC	14	3	49.96	2.55	45.58	96%	6080672	0	0	49.969288
spneumoniae.S_pseudosimplitigsAC.k_14.d_4	spneumoniae	pseudosimplitigsAC	14	4	49.14	2.03	45.25	96%	6080732	0	0	49.152728
spneumoniae.S_pseudosimplitigsAC.k_14.d_5	spneumoniae	pseudosimplitigsAC	14	5	59.15	2.63	54.64	96%	6079784	0	0	59.160077
spneumoniae.S_streaming.k_14.d_na	spneumoniae	streaming	14	na	2.02	0.03	1.49	75%	93160	0	0	2.031678
spneumoniae.S_greedy.k_15.d_na	spneumoniae	greedy	15	na	10.61	0.27	8.51	82%	612496	0	0	10.614623
spneumoniae.S_greedyAC.k_15.d_na	spneumoniae	greedyAC	15	na	44.07	1.76	40.42	95%	4255648	0	0	44.07496
spneumoniae.S_pseudosimplitigs.k_15.d_1	spneumoniae	pseudosimplitigs	15	1	14.29	0.39	12.07	87%	423408	168	0	14.296459
spneumoniae.S_pseudosimplitigs.k_15.d_2	spneumoniae	pseudosimplitigs	15	2	10.70	0.16	8.60	81%	424360	0	0	10.709691
spneumoniae.S_pseudosimplitigs.k_15.d_3	spneumoniae	pseudosimplitigs	15	3	10.61	0.14	8.61	82%	424360	0	0	10.623007
spneumoniae.S_pseudosimplitigs.k_15.d_4	spneumoniae	pseudosimplitigs	15	4	11.40	0.20	9.35	83%	424360	0	0	11.406435
spneumoniae.S_pseudosimplitigs.k_15.d_5	spneumoniae	pseudosimplitigs	15	5	11.34	0.17	9.31	83%	424360	0	0	11.349505
spneumoniae.S_pseudosimplitigsAC.k_15.d_1	spneumoniae	pseudosimplitigsAC	15	1	61.10	3.68	55.52	96%	6794724	0	0	61.113856
spneumoniae.S_pseudosimplitigsAC.k_15.d_2	spneumoniae	pseudosimplitigsAC	15	2	58.11	2.78	53.43	96%	6797472	0	0	58.122685
spneumoniae.S_pseudosimplitigsAC.k_15.d_3	spneumoniae	pseudosimplitigsAC	15	3	56.19	3.04	51.22	96%	6797440	0	0	56.199722
spneumoniae.S_pseudosimplitigsAC.k_15.d_4	spneumoniae	pseudosimplitigsAC	15	4	62.35	2.63	57.79	96%	6797132	0	0	62.358403
spneumoniae.S_pseudosimplitigsAC.k_15.d_5	spneumoniae	pseudosimplitigsAC	15	5	66.64	3.27	61.45	97%	6796256	0	0	66.646634
spneumoniae.S_streaming.k_15.d_na	spneumoniae	streaming	15	na	2.14	0.03	1.85	87%	94744	0	0	2.151739
spneumoniae.S_greedy.k_16.d_na	spneumoniae	greedy	16	na	10.95	0.62	8.50	83%	717760	0	0	10.960764
spneumoniae.S_greedyAC.k_16.d_na	spneumoniae	greedyAC	16	na	48.82	1.78	45.02	95%	5010756	0	0	48.830162
spneumoniae.S_pseudosimplitigs.k_16.d_1	spneumoniae	pseudosimplitigs	16	1	12.99	0.19	10.98	86%	493432	0	0	13.001147
spneumoniae.S_pseudosimplitigs.k_16.d_2	spneumoniae	pseudosimplitigs	16	2	11.47	0.27	9.34	83%	493400	0	0	11.480369
spneumoniae.S_pseudosimplitigs.k_16.d_3	spneumoniae	pseudosimplitigs	16	3	12.66	0.19	10.61	85%	493400	0	0	12.666836
spneumoniae.S_pseudosimplitigs.k_16.d_4	spneumoniae	pseudosimplitigs	16	4	11.00	0.17	8.97	83%	493384	0	0	11.014602
spneumoniae.S_pseudosimplitigs.k_16.d_5	spneumoniae	pseudosimplitigs	16	5	13.09	0.29	10.94	85%	493380	0	0	13.103326
spneumoniae.S_pseudosimplitigsAC.k_16.d_1	spneumoniae	pseudosimplitigsAC	16	1	61.29	2.94	56.42	96%	7678124	0	0	61.302739
spneumoniae.S_pseudosimplitigsAC.k_16.d_2	spneumoniae	pseudosimplitigsAC	16	2	67.99	3.22	62.84	97%	7675740	0	0	67.993751
spneumoniae.S_pseudosimplitigsAC.k_16.d_3	spneumoniae	pseudosimplitigsAC	16	3	63.74	2.41	59.41	96%	7676008	0	0	63.745241
spneumoniae.S_pseudosimplitigsAC.k_16.d_4	spneumoniae	pseudosimplitigsAC	16	4	66.69	2.61	62.13	97%	7676952	0	0	66.694568
spneumoniae.S_pseudosimplitigsAC.k_16.d_5	spneumoniae	pseudosimplitigsAC	16	5	66.55	3.09	61.47	97%	7676824	0	0	66.557393
spneumoniae.S_streaming.k_16.d_na	spneumoniae	streaming	16	na	2.23	0.05	1.93	89%	95008	0	0	2.241391
spneumoniae.S_greedy.k_17.d_na	spneumoniae	greedy	17	na	10.71	0.65	8.18	82%	720164	0	0	10.719741
spneumoniae.S_greedyAC.k_17.d_na	spneumoniae	greedyAC	17	na	46.40	1.82	42.67	95%	5499412	0	0	46.412051
spneumoniae.S_pseudosimplitigs.k_17.d_1	spneumoniae	pseudosimplitigs	17	1	13.66	0.28	11.30	84%	494416	0	0	13.666789
spneumoniae.S_pseudosimplitigs.k_17.d_2	spneumoniae	pseudosimplitigs	17	2	11.75	0.19	9.71	84%	494388	0	0	11.760036
spneumoniae.S_pseudosimplitigs.k_17.d_3	spneumoniae	pseudosimplitigs	17	3	13.05	0.21	10.87	84%	494416	0	0	13.062445
spneumoniae.S_pseudosimplitigs.k_17.d_4	spneumoniae	pseudosimplitigs	17	4	11.64	0.19	9.62	84%	494388	0	0	11.651005
spneumoniae.S_pseudosimplitigs.k_17.d_5	spneumoniae	pseudosimplitigs	17	5	11.98	0.22	9.92	84%	494388	0	0	11.992278
spneumoniae.S_pseudosimplitigsAC.k_17.d_1	spneumoniae	pseudosimplitigsAC	17	1	70.33	3.83	64.57	97%	8307436	0	0	70.341228
spneumoniae.S_pseudosimplitigsAC.k_17.d_2	spneumoniae	pseudosimplitigsAC	17	2	68.02	3.17	62.91	97%	8307292	0	0	68.033374
spneumoniae.S_pseudosimplitigsAC.k_17.d_3	spneumoniae	pseudosimplitigsAC	17	3	64.28	2.60	59.75	97%	8307388	0	0	64.286395
spneumoniae.S_pseudosimplitigsAC.k_17.d_4	spneumoniae	pseudosimplitigsAC	17	4	65.96	3.31	60.72	97%	8307388	0	0	65.964473
spneumoniae.S_pseudosimplitigsAC.k_17.d_5	spneumoniae	pseudosimplitigsAC	17	5	69.02	2.73	64.30	97%	8307208	0	0	69.034844
spneumoniae.S_streaming.k_17.d_na	spneumoniae	streaming	17	na	2.45	0.06	2.35	98%	95228	0	0	2.458162
spneumoniae.S_greedy.k_18.d_na	spneumoniae	greedy	18	na	10.54	0.40	8.26	82%	721312	0	0	10.549061
spneumoniae.S_greedyAC.k_18.d_na	spneumoniae	greedyAC	18	na	47.66	1.74	44.04	96%	5986520	0	0	47.668454
spneumoniae.S_pseudosimplitigs.k_18.d_1	spneumoniae	pseudosimplitigs	18	1	15.41	0.38	13.00	86%	494832	48	0	15.417482
spneumoniae.S_pseudosimplitigs.k_18.d_2	spneumoniae	pseudosimplitigs	18	2	13.15	0.42	10.89	86%	496992	0	0	13.160929
spneumoniae.S_pseudosimplitigs.k_18.d_3	spneumoniae	pseudosimplitigs	18	3	12.65	0.15	10.58	84%	496976	0	0	12.660508
spneumoniae.S_pseudosimplitigs.k_18.d_4	spneumoniae	pseudosimplitigs	18	4	12.14	0.22	10.03	84%	497004	0	0	12.145956
spneumoniae.S_pseudosimplitigs.k_18.d_5	spneumoniae	pseudosimplitigs	18	5	13.07	0.22	10.94	85%	496992	0	0	13.076613
spneumoniae.S_pseudosimplitigsAC.k_18.d_1	spneumoniae	pseudosimplitigsAC	18	1	73.69	3.49	68.23	97%	9063616	0	0	73.701971
spneumoniae.S_pseudosimplitigsAC.k_18.d_2	spneumoniae	pseudosimplitigsAC	18	2	69.98	3.75	64.26	97%	9065420	0	0	69.988546
spneumoniae.S_pseudosimplitigsAC.k_18.d_3	spneumoniae	pseudosimplitigsAC	18	3	66.45	3.36	61.19	97%	9063356	0	0	66.461294
spneumoniae.S_pseudosimplitigsAC.k_18.d_4	spneumoniae	pseudosimplitigsAC	18	4	70.06	2.82	65.27	97%	9063460	0	0	70.073928
spneumoniae.S_pseudosimplitigsAC.k_18.d_5	spneumoniae	pseudosimplitigsAC	18	5	70.34	3.00	65.39	97%	9065324	0	0	70.344028
spneumoniae.S_streaming.k_18.d_na	spneumoniae	streaming	18	na	2.26	0.07	1.96	89%	95536	0	0	2.27329
spneumoniae.S_greedy.k_19.d_na	spneumoniae	greedy	19	na	9.18	0.19	7.14	79%	721972	0	0	9.186175
spneumoniae.S_greedyAC.k_19.d_na	spneumoniae	greedyAC	19	na	55.03	2.68	50.46	96%	6632864	0	0	55.043762
spneumoniae.S_pseudosimplitigs.k_19.d_1	spneumoniae	pseudosimplitigs	19	1	13.30	0.29	11.10	85%	560960	0	0	13.306901
spneumoniae.S_pseudosimplitigs.k_19.d_2	spneumoniae	pseudosimplitigs	19	2	12.77	0.19	10.73	85%	560840	0	0	12.778114
spneumoniae.S_pseudosimplitigs.k_19.d_3	spneumoniae	pseudosimplitigs	19	3	13.48	0.52	10.93	84%	560960	0	0	13.489005
spneumoniae.S_pseudosimplitigs.k_19.d_4	spneumoniae	pseudosimplitigs	19	4	13.07	0.17	11.04	85%	560880	0	0	13.074702
spneumoniae.S_pseudosimplitigs.k_19.d_5	spneumoniae	pseudosimplitigs	19	5	11.69	0.20	9.62	84%	560852	0	0	11.693589
spneumoniae.S_pseudosimplitigsAC.k_19.d_1	spneumoniae	pseudosimplitigsAC	19	1	74.41	3.25	69.19	97%	9688640	0	0	74.420531
spneumoniae.S_pseudosimplitigsAC.k_19.d_2	spneumoniae	pseudosimplitigsAC	19	2	78.14	3.60	72.43	97%	9688224	0	0	78.148052
spneumoniae.S_pseudosimplitigsAC.k_19.d_3	spneumoniae	pseudosimplitigsAC	19	3	75.81	3.33	70.54	97%	9688032	0	0	75.820514
spneumoniae.S_pseudosimplitigsAC.k_19.d_4	spneumoniae	pseudosimplitigsAC	19	4	75.17	3.27	69.94	97%	9687804	0	0	75.175043
spneumoniae.S_pseudosimplitigsAC.k_19.d_5	spneumoniae	pseudosimplitigsAC	19	5	75.26	3.54	69.77	97%	9687512	0	0	75.266457
spneumoniae.S_streaming.k_19.d_na	spneumoniae	streaming	19	na	2.18	0.06	1.95	92%	95536	0	0	2.188348
spneumoniae.S_greedy.k_20.d_na	spneumoniae	greedy	20	na	10.86	0.40	8.60	82%	722572	0	0	10.869153
spneumoniae.S_greedyAC.k_20.d_na	spneumoniae	greedyAC	20	na	52.55	1.99	48.67	96%	6956692	0	0	52.559706
spneumoniae.S_pseudosimplitigs.k_20.d_1	spneumoniae	pseudosimplitigs	20	1	12.74	0.21	10.64	85%	497780	0	0	12.744523
spneumoniae.S_pseudosimplitigs.k_20.d_2	spneumoniae	pseudosimplitigs	20	2	14.26	0.55	11.65	85%	497780	0	0	14.266009
spneumoniae.S_pseudosimplitigs.k_20.d_3	spneumoniae	pseudosimplitigs	20	3	12.81	0.45	10.44	85%	497780	0	0	12.822403
spneumoniae.S_pseudosimplitigs.k_20.d_4	spneumoniae	pseudosimplitigs	20	4	16.09	0.53	13.59	87%	497780	32	0	16.099387
spneumoniae.S_pseudosimplitigs.k_20.d_5	spneumoniae	pseudosimplitigs	20	5	12.57	0.29	10.34	84%	497792	0	0	12.574725
spneumoniae.S_pseudosimplitigsAC.k_20.d_1	spneumoniae	pseudosimplitigsAC	20	1	79.15	3.86	73.32	97%	10308552	0	0	79.161124
spneumoniae.S_pseudosimplitigsAC.k_20.d_2	spneumoniae	pseudosimplitigsAC	20	2	80.20	3.41	74.85	97%	10308696	0	0	80.210416
spneumoniae.S_pseudosimplitigsAC.k_20.d_3	spneumoniae	pseudosimplitigsAC	20	3	80.42	4.00	74.47	97%	10308636	0	0	80.42943
spneumoniae.S_pseudosimplitigsAC.k_20.d_4	spneumoniae	pseudosimplitigsAC	20	4	97.22	9.56	85.63	97%	10307504	0	0	97.225935
spneumoniae.S_pseudosimplitigsAC.k_20.d_5	spneumoniae	pseudosimplitigsAC	20	5	78.94	3.47	73.53	97%	10308700	0	0	78.943584
spneumoniae.S_streaming.k_20.d_na	spneumoniae	streaming	20	na	2.19	0.04	1.96	91%	95536	0	0	2.19339
spneumoniae.S_greedy.k_21.d_na	spneumoniae	greedy	21	na	11.85	0.76	9.26	84%	723144	0	0	11.856853
spneumoniae.S_greedyAC.k_21.d_na	spneumoniae	greedyAC	21	na	53.94	2.07	49.99	96%	7442896	0	0	53.952066
spneumoniae.S_pseudosimplitigs.k_21.d_1	spneumoniae	pseudosimplitigs	21	1	12.36	0.22	10.25	84%	498100	0	0	12.371145
spneumoniae.S_pseudosimplitigs.k_21.d_2	spneumoniae	pseudosimplitigs	21	2	12.88	0.24	10.75	85%	498160	0	0	12.885917
spneumoniae.S_pseudosimplitigs.k_21.d_3	spneumoniae	pseudosimplitigs	21	3	13.05	0.22	10.84	84%	498120	0	0	13.058675
spneumoniae.S_pseudosimplitigs.k_21.d_4	spneumoniae	pseudosimplitigs	21	4	11.84	0.25	9.73	84%	498120	0	0	11.852327
spneumoniae.S_pseudosimplitigs.k_21.d_5	spneumoniae	pseudosimplitigs	21	5	13.48	0.26	11.29	85%	498132	0	0	13.491617
spneumoniae.S_pseudosimplitigsAC.k_21.d_1	spneumoniae	pseudosimplitigsAC	21	1	83.59	3.80	77.80	97%	10931164	0	0	83.602334
spneumoniae.S_pseudosimplitigsAC.k_21.d_2	spneumoniae	pseudosimplitigsAC	21	2	85.94	3.58	80.38	97%	10931076	0	0	85.948129
