pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	11	1	runs	17.47	0.29	12.36	72%	253204	0	0	17.521471
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	11	1	zeros	8.49	0.16	6.22	75%	300976	0	0	8.598047
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	11	2	default	0.02	0.00	0.00	27%	3376	0	0	1.119433
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	11	2	ones	6.79	0.15	5.59	84%	363248	0	0	6.843008
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	11	2	runs	10.58	0.17	9.19	88%	271916	0	0	10.622449
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	11	2	zeros	6.30	0.11	5.20	84%	275236	0	0	6.319779
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	11	3	default	0.16	0.00	0.00	6%	3296	0	0	2.146218
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	11	3	ones	7.69	0.17	5.38	72%	370352	0	0	7.746846
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	11	3	runs	16.15	0.21	9.03	57%	266300	0	0	16.261576
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	11	3	zeros	7.60	0.15	5.21	70%	272688	0	0	7.667932
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	11	4	default	0.02	0.00	0.00	33%	3280	0	0	0.928267
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	11	4	ones	6.16	0.13	5.03	83%	376608	0	0	6.190523
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	11	4	runs	9.88	0.16	8.44	87%	262808	0	0	9.913623
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	11	4	zeros	6.19	0.11	5.08	83%	280268	0	0	6.209224
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	11	5	default	0.01	0.00	0.00	66%	3184	0	0	0.983664
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	11	5	ones	6.28	0.15	5.07	83%	375692	0	0	6.325836
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	11	5	runs	10.01	0.17	8.74	89%	260296	0	0	10.027026
spneumoniae-pangenome.S_pseudosimplitigs.k_11.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	11	5	zeros	6.02	0.11	5.05	85%	278232	0	0	6.058946
spneumoniae-pangenome.S_streaming.k_11.d_na.M_default	spneumoniae-pangenome	streaming	11	na	default	0.04	0.00	0.01	42%	5680	0	0	3.63272
spneumoniae-pangenome.S_streaming.k_11.d_na.M_ones	spneumoniae-pangenome	streaming	11	na	ones	16.55	0.34	10.51	65%	497496	0	0	16.586793
spneumoniae-pangenome.S_streaming.k_11.d_na.M_runs	spneumoniae-pangenome	streaming	11	na	runs	28.89	0.32	21.37	75%	252312	0	0	29.009871
spneumoniae-pangenome.S_streaming.k_11.d_na.M_zeros	spneumoniae-pangenome	streaming	11	na	zeros	16.00	0.33	10.39	67%	407792	0	0	16.037122
spneumoniae-pangenome.S_greedy.k_12.d_na.M_default	spneumoniae-pangenome	greedy	12	na	default	0.02	0.00	0.01	72%	5296	0	0	3.1424
spneumoniae-pangenome.S_greedy.k_12.d_na.M_ones	spneumoniae-pangenome	greedy	12	na	ones	14.73	0.25	11.11	77%	712644	0	0	14.763969
spneumoniae-pangenome.S_greedy.k_12.d_na.M_runs	spneumoniae-pangenome	greedy	12	na	runs	22.70	0.28	19.11	85%	515888	0	0	22.729139
spneumoniae-pangenome.S_greedy.k_12.d_na.M_zeros	spneumoniae-pangenome	greedy	12	na	zeros	15.07	0.20	11.63	78%	514748	0	0	15.092957
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	12	1	default	0.06	0.00	0.02	42%	8096	0	0	5.716079
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	12	1	ones	33.26	3.02	17.79	62%	834364	0	0	33.398565
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	12	1	runs	46.05	0.59	35.11	77%	716900	0	0	46.198939
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	12	1	zeros	26.87	0.32	16.09	61%	691308	0	0	27.015673
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	12	2	default	0.05	0.00	0.01	38%	6496	0	0	3.860335
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	12	2	ones	20.60	0.49	13.87	69%	784832	0	0	20.705192
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	12	2	runs	32.61	0.52	25.46	79%	533560	0	0	32.900902
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	12	2	zeros	19.82	0.43	13.95	72%	560452	0	0	19.878713
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	12	3	default	0.03	0.00	0.01	59%	6016	0	0	3.226146
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	12	3	ones	15.57	0.31	12.11	79%	725836	0	0	15.617828
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	12	3	runs	24.82	0.36	21.29	87%	531460	0	0	24.857276
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	12	3	zeros	15.33	0.26	12.40	82%	542220	0	0	15.356532
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	12	4	default	0.08	0.00	0.01	25%	5776	0	0	3.434355
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	12	4	ones	17.20	0.30	12.61	75%	742800	0	0	17.348839
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	12	4	runs	26.98	0.35	21.63	81%	548592	0	0	27.096496
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	12	4	zeros	16.59	0.25	11.98	73%	531024	0	0	16.840838
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	12	5	default	0.03	0.00	0.01	45%	5632	0	0	2.948701
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	12	5	ones	16.85	0.30	12.37	75%	736856	0	0	16.970007
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	12	5	runs	26.52	0.35	21.13	81%	542800	0	0	26.576977
spneumoniae-pangenome.S_pseudosimplitigs.k_12.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	12	5	zeros	16.25	0.26	12.34	77%	528016	0	0	16.284928
spneumoniae-pangenome.S_streaming.k_12.d_na.M_default	spneumoniae-pangenome	streaming	12	na	default	0.03	0.00	0.02	75%	8176	0	0	6.607178
spneumoniae-pangenome.S_streaming.k_12.d_na.M_ones	spneumoniae-pangenome	streaming	12	na	ones	26.22	0.67	17.36	68%	864056	0	0	26.273571
spneumoniae-pangenome.S_streaming.k_12.d_na.M_runs	spneumoniae-pangenome	streaming	12	na	runs	43.28	0.50	32.65	76%	505352	0	0	43.317687
spneumoniae-pangenome.S_streaming.k_12.d_na.M_zeros	spneumoniae-pangenome	streaming	12	na	zeros	25.32	0.50	17.44	70%	661624	0	0	25.377863
spneumoniae-pangenome.S_greedy.k_13.d_na.M_default	spneumoniae-pangenome	greedy	13	na	default	0.03	0.00	0.02	70%	7264	0	0	6.31498
spneumoniae-pangenome.S_greedy.k_13.d_na.M_ones	spneumoniae-pangenome	greedy	13	na	ones	37.52	4.10	20.08	64%	593596	0	0	37.663194
spneumoniae-pangenome.S_greedy.k_13.d_na.M_runs	spneumoniae-pangenome	greedy	13	na	runs	49.24	2.95	33.41	73%	485956	0	0	49.302584
spneumoniae-pangenome.S_greedy.k_13.d_na.M_zeros	spneumoniae-pangenome	greedy	13	na	zeros	27.84	0.49	18.84	69%	869676	0	0	28.06892
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	13	1	default	0.07	0.00	0.03	55%	19616	0	0	9.884471
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	13	1	ones	33.63	0.84	24.48	75%	1393092	0	0	33.668144
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	13	1	runs	55.82	0.72	45.93	83%	781728	0	0	55.844669
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	13	1	zeros	33.54	0.53	24.50	74%	1048220	0	0	33.573585
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	13	2	default	0.04	0.00	0.02	61%	9344	0	0	5.614042
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	13	2	ones	27.24	0.44	20.73	77%	1291928	0	0	27.290305
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	13	2	runs	44.38	0.44	37.55	85%	736804	0	0	44.406451
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	13	2	zeros	27.26	0.36	20.85	77%	982728	0	0	27.299507
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	13	3	default	0.04	0.00	0.02	60%	8592	0	0	5.330359
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	13	3	ones	26.03	0.85	19.46	78%	1275652	0	0	26.088748
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	13	3	runs	40.26	0.47	34.15	86%	677900	0	0	40.289593
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	13	3	zeros	25.39	0.50	19.22	77%	954076	0	0	25.419101
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	13	4	default	0.04	0.00	0.02	57%	8160	0	0	4.924149
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	13	4	ones	24.73	0.42	19.18	79%	1278308	0	0	24.762995
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	13	4	runs	40.24	0.42	33.95	85%	698296	0	0	40.269152
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	13	4	zeros	24.18	0.31	19.21	80%	954704	0	0	24.230297
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	13	5	default	0.05	0.00	0.02	49%	7984	0	0	4.497285
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	13	5	ones	25.00	0.39	19.49	79%	1259848	0	0	25.040632
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	13	5	runs	39.10	0.50	33.07	85%	620568	0	0	39.157146
spneumoniae-pangenome.S_pseudosimplitigs.k_13.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	13	5	zeros	24.60	0.48	19.08	79%	924016	0	0	24.645569
spneumoniae-pangenome.S_streaming.k_13.d_na.M_default	spneumoniae-pangenome	streaming	13	na	default	0.05	0.00	0.02	61%	9248	0	0	6.920609
spneumoniae-pangenome.S_streaming.k_13.d_na.M_ones	spneumoniae-pangenome	streaming	13	na	ones	28.94	0.52	21.86	77%	1281212	0	0	28.97904
spneumoniae-pangenome.S_streaming.k_13.d_na.M_runs	spneumoniae-pangenome	streaming	13	na	runs	45.68	0.40	38.70	85%	645728	0	0	45.711756
spneumoniae-pangenome.S_streaming.k_13.d_na.M_zeros	spneumoniae-pangenome	streaming	13	na	zeros	28.65	0.39	22.02	78%	973732	0	0	28.686766
spneumoniae-pangenome.S_greedy.k_14.d_na.M_default	spneumoniae-pangenome	greedy	14	na	default	0.04	0.00	0.02	65%	8256	0	0	7.731078
spneumoniae-pangenome.S_greedy.k_14.d_na.M_ones	spneumoniae-pangenome	greedy	14	na	ones	43.24	4.21	24.41	66%	1156580	0	0	43.363594
spneumoniae-pangenome.S_greedy.k_14.d_na.M_runs	spneumoniae-pangenome	greedy	14	na	runs	59.36	4.10	39.40	73%	745300	0	0	59.401079
spneumoniae-pangenome.S_greedy.k_14.d_na.M_zeros	spneumoniae-pangenome	greedy	14	na	zeros	41.25	3.29	24.40	67%	774560	0	0	41.318038
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	14	1	default	0.05	0.00	0.03	67%	20016	0	0	9.09073
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	14	1	ones	39.13	1.11	27.80	73%	1478380	0	0	39.156518
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	14	1	runs	56.05	0.56	46.17	83%	909144	0	0	56.105318
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	14	1	zeros	38.89	0.79	27.95	73%	1095832	0	0	38.922925
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	14	2	default	0.05	0.00	0.03	62%	18480	0	0	7.184834
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	14	2	ones	34.12	0.46	25.92	77%	1414748	0	0	34.184889
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	14	2	runs	50.08	0.53	41.66	84%	917900	0	0	50.11294
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	14	2	zeros	33.18	0.60	24.93	76%	958432	0	0	33.217853
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	14	3	default	0.05	0.00	0.02	62%	18000	0	0	7.420384
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	14	3	ones	32.20	0.89	23.96	77%	1301496	0	0	32.222161
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	14	3	runs	47.85	0.60	39.57	83%	914604	0	0	47.904577
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	14	3	zeros	32.56	0.63	24.94	78%	954916	0	0	32.611609
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	14	4	default	0.05	0.00	0.02	60%	9600	0	0	6.82432
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	14	4	ones	31.24	0.69	23.82	78%	1341772	0	0	31.290893
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	14	4	runs	46.60	0.57	38.90	84%	907256	0	0	46.62148
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	14	4	zeros	31.40	0.59	24.31	79%	948920	0	0	31.437703
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	14	5	default	0.06	0.00	0.02	53%	9424	0	0	7.006805
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	14	5	ones	42.54	1.78	26.75	67%	1251336	0	0	42.629176
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	14	5	runs	57.39	0.64	41.68	73%	983068	0	0	59.413576
spneumoniae-pangenome.S_pseudosimplitigs.k_14.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	14	5	zeros	39.79	1.96	25.73	69%	865116	0	0	40.057155
spneumoniae-pangenome.S_streaming.k_14.d_na.M_default	spneumoniae-pangenome	streaming	14	na	default	0.06	0.00	0.02	51%	17952	0	0	8.494532
spneumoniae-pangenome.S_streaming.k_14.d_na.M_ones	spneumoniae-pangenome	streaming	14	na	ones	53.25	7.40	27.00	64%	699788	0	0	53.499157
spneumoniae-pangenome.S_streaming.k_14.d_na.M_runs	spneumoniae-pangenome	streaming	14	na	runs	211.94	57.16	52.39	51%	409092	0	0	212.028816
spneumoniae-pangenome.S_streaming.k_14.d_na.M_zeros	spneumoniae-pangenome	streaming	14	na	zeros	75.05	12.83	28.48	55%	408452	0	0	75.174803
spneumoniae-pangenome.S_greedy.k_15.d_na.M_default	spneumoniae-pangenome	greedy	15	na	default	0.04	0.00	0.02	59%	8688	0	0	6.216713
spneumoniae-pangenome.S_greedy.k_15.d_na.M_ones	spneumoniae-pangenome	greedy	15	na	ones	31.14	0.66	23.89	78%	1324004	0	0	31.194895
spneumoniae-pangenome.S_greedy.k_15.d_na.M_runs	spneumoniae-pangenome	greedy	15	na	runs	45.77	0.41	39.07	86%	885928	0	0	45.79408
spneumoniae-pangenome.S_greedy.k_15.d_na.M_zeros	spneumoniae-pangenome	greedy	15	na	zeros	31.03	0.41	24.06	78%	991856	0	0	31.074101
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	15	1	default	0.10	0.00	0.03	38%	19488	0	0	11.221513
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	15	1	ones	73.87	12.22	32.52	60%	626428	0	0	74.037646
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	15	1	runs	59.31	0.58	48.05	82%	948452	0	0	59.358973
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	15	1	zeros	53.77	4.06	31.20	65%	994384	0	0	53.82788
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	15	2	default	0.05	0.00	0.02	64%	18608	0	0	7.641469
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	15	2	ones	35.32	0.42	27.31	78%	1456916	0	0	35.368604
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	15	2	runs	50.74	0.41	42.68	84%	987468	0	0	50.776474
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	15	2	zeros	34.30	0.52	26.13	77%	1009420	0	0	34.344587
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	15	3	default	0.05	0.00	0.02	66%	18416	0	0	6.849319
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	15	3	ones	34.20	0.49	26.17	77%	1426212	0	0	34.242275
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	15	3	runs	50.98	0.50	42.86	85%	989228	0	0	51.013083
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	15	3	zeros	32.77	0.42	25.64	79%	1019500	0	0	32.81606
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	15	4	default	0.05	0.00	0.02	61%	18336	0	0	7.031517
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	15	4	ones	33.98	0.72	26.17	79%	1398264	0	0	34.010195
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	15	4	runs	50.85	0.48	43.19	85%	949176	0	0	50.888747
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	15	4	zeros	33.21	0.43	26.04	79%	1000068	0	0	33.239973
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	15	5	default	0.05	0.00	0.02	66%	18240	0	0	6.454668
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	15	5	ones	33.81	0.51	26.81	80%	1428656	0	0	33.844489
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	15	5	runs	50.03	0.50	42.51	85%	1010480	0	0	50.063407
spneumoniae-pangenome.S_pseudosimplitigs.k_15.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	15	5	zeros	32.66	0.40	26.01	80%	1009044	0	0	32.682855
spneumoniae-pangenome.S_streaming.k_15.d_na.M_default	spneumoniae-pangenome	streaming	15	na	default	0.05	0.00	0.02	62%	18272	0	0	7.852362
spneumoniae-pangenome.S_streaming.k_15.d_na.M_ones	spneumoniae-pangenome	streaming	15	na	ones	34.40	0.47	26.46	78%	1416672	0	0	34.450157
spneumoniae-pangenome.S_streaming.k_15.d_na.M_runs	spneumoniae-pangenome	streaming	15	na	runs	51.29	0.46	43.00	84%	875920	0	0	51.331578
spneumoniae-pangenome.S_streaming.k_15.d_na.M_zeros	spneumoniae-pangenome	streaming	15	na	zeros	34.74	0.55	26.89	79%	991640	0	0	34.78075
spneumoniae-pangenome.S_greedy.k_16.d_na.M_default	spneumoniae-pangenome	greedy	16	na	default	0.04	0.00	0.02	61%	9056	0	0	7.100715
spneumoniae-pangenome.S_greedy.k_16.d_na.M_ones	spneumoniae-pangenome	greedy	16	na	ones	32.94	0.86	25.31	79%	1466192	0	0	32.97463
spneumoniae-pangenome.S_greedy.k_16.d_na.M_runs	spneumoniae-pangenome	greedy	16	na	runs	49.46	0.39	42.36	86%	1069764	0	0	49.488378
spneumoniae-pangenome.S_greedy.k_16.d_na.M_zeros	spneumoniae-pangenome	greedy	16	na	zeros	34.65	0.58	26.43	77%	1013312	0	0	34.681275
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	16	1	default	0.05	0.00	0.03	67%	19264	0	0	8.477489
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	16	1	ones	38.46	0.97	29.44	79%	1540156	0	0	38.496397
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	16	1	runs	58.45	0.59	49.12	85%	1080064	0	0	58.469428
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	16	1	zeros	37.31	0.49	28.77	78%	1117480	0	0	37.347126
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	16	2	default	0.05	0.00	0.02	64%	18864	0	0	9.007051
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	16	2	ones	37.06	0.81	28.63	79%	1582232	0	0	37.093752
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	16	2	runs	53.29	0.59	45.20	85%	1084632	0	0	53.336562
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	16	2	zeros	37.84	0.51	29.49	79%	1065296	0	0	37.879317
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	16	3	default	0.04	0.00	0.02	68%	18592	0	0	7.335164
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	16	3	ones	37.00	0.79	28.09	78%	1572912	0	0	37.034761
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	16	3	runs	54.09	0.56	45.46	85%	1073184	0	0	54.123068
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	16	3	zeros	36.58	0.34	28.53	78%	1118644	0	0	36.612167
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	16	4	default	0.05	0.00	0.02	62%	18608	0	0	6.275093
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	16	4	ones	35.98	0.98	27.80	80%	1483952	0	0	36.009119
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	16	4	runs	53.55	0.61	45.26	85%	1096788	0	0	53.58485
spneumoniae-pangenome.S_pseudosimplitigs.k_16.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	16	4	zeros	35.41	0.55	27.51	79%	1114652	0	0	35.449075
